date,std_4y,prob_regime_0,prob_regime_1,prob_high_vol,prob_low_vol,model_run_release_date,model_n_obs,model_aic,model_bic,is_ad_hoc_date,regime_high_mean,regime_low_mean
2001-12-05,0.5414520547945205,3.993330726894203e-48,1.0000000000000044,1.0000000000000044,3.993330726894203e-48,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-06,0.5417808219178083,5.644543142289808e-50,1.0000000000000044,1.0000000000000044,5.644543142289808e-50,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-07,0.5294794520547946,3.7178468045157394e-12,0.9999999999962865,0.9999999999962865,3.7178468045157394e-12,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-10,0.455972602739726,1.5356784926370246e-19,1.0000000000000044,1.0000000000000044,1.5356784926370246e-19,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-11,0.4456164383561644,4.875303816827441e-09,0.9999999951247006,0.9999999951247006,4.875303816827441e-09,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-12,0.4458356164383561,7.169511820482536e-08,0.9999999283048862,0.9999999283048862,7.169511820482536e-08,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-13,0.4460547945205479,7.670215498100976e-17,1.0000000000000044,1.0000000000000044,7.670215498100976e-17,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-14,0.4462739726027397,6.285712758150532e-17,1.0000000000000044,1.0000000000000044,6.285712758150532e-17,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-17,0.4569315068493151,1.6007882482860982e-15,1.0000000000000029,1.0000000000000029,1.6007882482860982e-15,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-18,0.4478630136986301,1.6462362659485583e-16,1.0000000000000042,1.0000000000000042,1.6462362659485583e-16,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-19,0.4480273972602739,2.7106764158356345e-11,0.9999999999728976,0.9999999999728976,2.7106764158356345e-11,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-20,0.4484931506849315,2.0568085650445994e-08,0.9999999794319188,0.9999999794319188,2.0568085650445994e-08,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-21,0.4386301369863014,1.4059038593519233e-08,0.9999999859409658,0.9999999859409658,1.4059038593519233e-08,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-24,0.4392328767123287,1.2428585185718416e-08,0.9999999875714194,0.9999999875714194,1.2428585185718416e-08,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-26,0.4394520547945205,6.944980192457601e-07,0.9999993055019852,0.9999993055019852,6.944980192457601e-07,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
2001-12-27,0.4395616438356164,2.645987176282217e-05,0.9999735401282418,0.9999735401282418,2.645987176282217e-05,2016-08-31,3409,-29368.008983341584,-29331.203937708757,False,0.00025131631722669404,-5.3503414020750015e-05
