date,std_4y,prob_regime_0,prob_regime_1,prob_high_vol,prob_low_vol,model_run_release_date,model_n_obs,model_aic,model_bic,is_ad_hoc_date,regime_high_mean,regime_low_mean
2001-12-05,0.5414520547945205,3.7091262846208343e-54,1.0000000000000073,3.7091262846208343e-54,1.0000000000000073,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-06,0.5417808219178083,4.7786970359574535e-56,1.0000000000000073,4.7786970359574535e-56,1.0000000000000073,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-07,0.5294794520547946,1.9939681868904881e-13,0.9999999999998079,1.9939681868904881e-13,0.9999999999998079,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-10,0.455972602739726,7.638912333330337e-22,1.0000000000000073,7.638912333330337e-22,1.0000000000000073,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-11,0.4456164383561644,7.201396865724924e-10,0.9999999992798676,7.201396865724924e-10,0.9999999992798676,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-12,0.4458356164383561,1.551770974748325e-08,0.9999999844822974,1.551770974748325e-08,0.9999999844822974,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-13,0.4460547945205479,9.075366785023225e-19,1.0000000000000073,9.075366785023225e-19,1.0000000000000073,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-14,0.4462739726027397,7.233691928771781e-19,1.0000000000000073,7.233691928771781e-19,1.0000000000000073,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-17,0.4569315068493151,2.896169346525162e-17,1.0000000000000073,2.896169346525162e-17,1.0000000000000073,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-18,0.4478630136986301,2.167199642248639e-18,1.0000000000000073,2.167199642248639e-18,1.0000000000000073,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-19,0.4480273972602739,1.9227415432178186e-12,0.9999999999980846,1.9227415432178186e-12,0.9999999999980846,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-20,0.4484931506849315,3.727064669700201e-09,0.9999999962729427,3.727064669700201e-09,0.9999999962729427,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
2001-12-21,0.4386301369863014,2.413500623253534e-09,0.9999999975865068,2.413500623253534e-09,0.9999999975865068,2012-02-29,2356,-20413.271305457114,-20378.682982188486,False,-1.2423887205825328e-05,-0.0001734834745147194
