release_date,year,month,n_obs,is_ad_hoc,high_vol_regime,high_mean,low_mean,p00,p11,aic,bic,pct_high,file
2021-10-29,2021,10,4667,False,0,2.4283046717163613e-05,-0.00011069619286828415,0.9739918417716628,0.9491991682894086,-39421.255959899965,-39382.56632942427,0.6683094064709664,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20211029.csv
2021-11-30,2021,11,4687,False,0,1.5332007903595687e-05,-0.00012716816800634756,0.9736590423611386,0.9493815129041985,-39594.25976788328,-39555.54447989575,0.6669511414550885,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20211130.csv
2021-12-30,2021,12,4709,False,0,1.8837760040389877e-05,-0.00014814284955115916,0.9736563198615041,0.9499097419812809,-39751.70165249573,-39712.958267394264,0.6634104905500107,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20211230.csv
2022-01-31,2022,1,4731,False,0,2.543469451369906e-05,-0.00015944689273175835,0.9738427078165508,0.9494023452119411,-39973.695222044684,-39934.923870790895,0.6656098076516592,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20220131.csv
2022-02-25,2022,2,4750,False,0,3.340674852142554e-05,-0.00012527556710181787,0.9733609621994838,0.9492563266099442,-40106.80369524608,-40068.00829586391,0.6646315789473685,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20220225.csv
2022-05-02,2022,3,4792,False,0,4.391918112303663e-05,-5.1279440605280425e-05,0.9735316675865089,0.9493450076141957,-40458.859192057906,-40420.010973219134,0.6631886477462438,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20220502.csv
2022-05-16,2022,4,4802,False,0,6.295197540660348e-05,-7.562293931851448e-05,0.9739627602829898,0.9492157849450449,-40543.67680014763,-40504.816073486945,0.6676384839650146,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20220516.csv
2022-05-31,2022,5,4813,False,0,5.204599943122372e-05,-6.59159983754288e-05,0.9740340786658925,0.9492501219243681,-40645.890991993736,-40607.01653677792,0.6681903178890505,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20220531.csv
2022-07-29,2022,6,4855,False,0,6.525064976691143e-05,-7.835372188600333e-05,0.9734762873404017,0.9483714100377124,-40986.84577722731,-40947.91919094296,0.6669412976313079,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20220729.csv
2022-08-31,2022,8,4878,False,0,5.7739571233889005e-05,-7.676401831399729e-05,0.9738271533113572,0.9482409232184403,-41193.885169976784,-41154.930226504126,0.6701517015170152,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20220831.csv
2022-09-30,2022,9,4899,False,0,5.287237256177512e-05,4.179605597906348e-05,0.973435723055397,0.9489561988189733,-41326.89942184191,-41287.91870355208,0.6664625433761993,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20220930.csv
2022-10-31,2022,10,4919,False,1,5.847280019537948e-05,3.7739289953446363e-05,0.973413808713266,0.9483955026432264,-41520.20702957692,-41481.201866356154,0.33360439113640983,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20221031.csv
2022-11-30,2022,11,4939,False,0,5.624455107153711e-05,3.9074974387670016e-05,0.9737121591211266,0.9483377292851211,-41709.96727376751,-41670.937764804265,0.6697712087467098,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20221130.csv
2022-12-29,2022,12,4960,False,0,6.415526414974983e-05,-2.4373357683345027e-06,0.9736397192189096,0.9485084763046381,-41877.782156517715,-41838.727190399404,0.6699596774193548,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20221229.csv
2023-01-30,2023,1,4982,False,0,4.552831172958148e-05,-4.345624822814244e-06,0.9737962815811669,0.9479168654746064,-42050.26637637198,-42011.18485619705,0.6728221597751907,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20230130.csv
2023-02-28,2023,2,5001,False,0,4.4934581958231205e-05,-6.555527765340468e-05,0.9734711965513082,0.9482141224931029,-42181.3867529471,-42142.28239391859,0.6682663467306539,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20230228.csv
2023-03-31,2023,3,5024,False,0,7.830531947082358e-05,-0.00010495608880811272,0.9741722260892587,0.9474941216310249,-42384.00168104135,-42344.869790792465,0.6765525477707006,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20230331.csv
2023-04-28,2023,4,5042,False,0,6.847849911642204e-05,-9.502589950789133e-05,0.9743672980835751,0.9475257140811488,-42554.23184332989,-42515.0784946834,0.6785005950019833,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20230428.csv
2023-05-31,2023,5,5064,False,0,4.733834775820842e-05,-7.206867386295425e-05,0.9745524102650641,0.9476134120052864,-42763.77909268685,-42724.5996209039,0.6800947867298578,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20230531.csv
2023-06-30,2023,6,5085,False,0,5.784803654182501e-05,-8.216175359121246e-05,0.9746451178468089,0.9476901514067853,-42974.60481853328,-42935.40051668238,0.67984267453294,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20230630.csv
2023-07-28,2023,7,5105,False,0,4.541867440362548e-05,-6.817247663778181e-05,0.9747696811123877,0.9477833041511908,-43169.23658783768,-43130.00873345409,0.6812928501469148,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20230728.csv
2023-08-31,2023,8,5129,False,0,4.491455084028941e-05,-6.523045017801127e-05,0.9747993074014021,0.9479319350687543,-43413.59405161631,-43374.33805569197,0.6802495613179957,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20230831.csv
2023-09-29,2023,9,5149,False,0,7.078563791646758e-05,-9.677049898033442e-05,0.9752107618939658,0.947760452640632,-43592.97080310723,-43553.69145630695,0.6849873761895514,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20230929.csv
2023-11-08,2023,10,5175,False,0,0.00010935538270696719,-0.00014662586872985053,0.9758203523148434,0.9473517643074076,-43814.59717244826,-43775.28760473946,0.6921739130434783,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20231108.csv
2023-12-06,2023,11,5194,False,0,0.00011597650739278396,-0.0002129719791589218,0.9755637229917533,0.947837913469961,-43945.09857154818,-43905.76701519484,0.689449364651521,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20231206.csv
2024-01-05,2023,12,5214,False,0,0.00010273421810531213,-0.000248699073024202,0.9756785286808923,0.9474486313839294,-44101.75930372501,-44062.40468815805,0.6914077483697737,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240105.csv
2024-02-07,2024,1,5237,False,0,8.319435296556134e-05,-0.00022650354492932746,0.975798089180501,0.9475527633211068,-44321.92690828208,-44282.545883716404,0.6906625930876455,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240207.csv
2024-03-07,2024,2,5256,False,0,7.649201709189803e-05,-0.00024857808926405134,0.9755075557382483,0.9473018309125978,-44463.99196775044,-44424.58921438945,0.689117199391172,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240307.csv
2024-04-05,2024,3,5276,False,0,8.448079294531072e-05,-0.00022980279578604568,0.9752503497696875,0.9470064748990247,-44623.98385270429,-44584.558311621266,0.6895375284306292,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240405.csv
2024-05-06,2024,4,5296,False,0,5.706105065361696e-05,-0.00021008614881682012,0.9756842026262685,0.94657524562091,-44778.66190772533,-44739.21366513963,0.6950528700906344,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240506.csv
2024-05-29,2024,5,5313,False,0,8.082853798961635e-05,-0.0002409455627475536,0.9759579285810636,0.9464437951553983,-44933.55702449397,-44894.08955293527,0.6986636551853943,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240529.csv
2024-06-28,2024,6,5334,False,0,5.534489362162434e-05,-0.00021374118231065202,0.976194870558541,0.9464051307009812,-45122.30861803494,-45082.81747780649,0.7009748781402325,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240628.csv
2024-07-29,2024,7,5355,False,0,4.7720329166577707e-05,-0.0002011295718539667,0.9761892762967771,0.9466135131633748,-45337.9755200542,-45298.46080415691,0.6987861811391223,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240729.csv
2024-08-30,2024,8,5379,False,0,6.138418880054563e-05,-0.00021784202686576243,0.9763808498277495,0.9466167898466998,-45568.31369827381,-45528.77215170017,0.701617401003904,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240830.csv
2024-09-30,2024,9,5400,False,0,6.601195848233705e-05,-0.0002271004602800218,0.9766850013550303,0.9464573599896524,-45752.96335249633,-45713.39842710101,0.7048148148148148,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20240930.csv
2024-11-11,2024,10,5430,False,0,8.340832773566255e-05,-0.00024671435187639893,0.9768715914457725,0.9465098191109681,-46047.51357500086,-46007.915408523295,0.7069981583793739,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20241111.csv
2024-11-29,2024,11,5442,False,0,8.46865465189582e-05,-0.0002463363172648676,0.9768825736106536,0.9466044369373884,-46170.73427872511,-46131.12286720905,0.7059904446894524,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20241129.csv
2024-12-30,2024,12,5462,False,0,8.565968052020052e-05,-0.0002444534009885436,0.9769026237317237,0.9467569905499967,-46375.753807383255,-46336.120385571056,0.7061515928231417,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20241230.csv
2025-01-31,2025,1,5485,False,0,9.798857337149399e-05,-0.00025209778444929313,0.976924543902673,0.9464190451563324,-46580.27008854237,-46540.61145430611,0.7077484047402005,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20250131.csv
2025-03-14,2025,2,5513,False,0,9.43393057020202e-05,-0.00025191998566163686,0.977213017000515,0.9463220450927774,-46836.782849454634,-46797.093664143096,0.7110466170868855,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20250314.csv
2025-04-08,2025,3,5530,False,0,0.00011139424334057128,-0.0002738202269108226,0.9773888603541537,0.9462992581339289,-46998.27698419521,-46958.569325628116,0.7126582278481013,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20250408.csv
2025-04-30,2025,4,5544,False,0,0.00010374258401597809,-0.0002659520405600686,0.9775098732357974,0.9462934881178527,-47127.27100972932,-47087.5481804841,0.7135642135642135,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20250430.csv
2025-05-30,2025,5,5565,False,0,9.894380955658963e-05,-0.0002641257157744015,0.9777817186309863,0.9462094027926035,-47313.157727799684,-47273.412214217424,0.7160826594788859,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20250530.csv
2025-06-30,2025,6,5585,False,0,0.00010381286698945468,-0.00026931145423950685,0.9778878442720771,0.9462661080773783,-47508.63631547503,-47468.86927720601,0.7170993733213966,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20250630.csv
2025-07-31,2025,7,5608,False,0,0.00011302247156396826,-0.00027573690895719055,0.9779945086568205,0.946228717981743,-47709.7629723806,-47669.97127580832,0.7196861626248217,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20250731.csv
2025-08-29,2025,8,5629,False,0,0.00012109794247056528,-0.0002920308465914932,0.9782622998572024,0.9461074044029619,-47912.74968125801,-47872.93555874522,0.7210872268608989,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20250829.csv
2025-09-30,2025,9,5651,False,0,0.0001060115131359204,-0.0002709933415514686,0.9783004717568728,0.9462287727587916,-48131.497568103936,-48091.66004130615,0.7211113077331446,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20250930.csv
2025-10-31,2025,10,5674,False,0,0.00010071805919265174,-0.00026189495879801156,0.9783531263042758,0.9463467029995969,-48361.23476070918,-48321.372863016964,0.7213605921748326,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20251031.csv
2025-11-28,2025,11,5693,False,0,0.00011219414012082064,-0.00027607051531455503,0.9784797971342108,0.9463677348485294,-48544.39967878233,-48504.51772300862,0.7222905322325663,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20251128.csv
2025-12-30,2025,12,5714,False,0,0.00012918131711100108,-0.00030262149965164746,0.9787968529780877,0.9462149711488704,-48725.042484282094,-48685.138436785346,0.7254112705635282,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20251230.csv
2026-01-30,2026,1,5736,False,0,0.00013470528112529675,-0.0003191691939254519,0.9785457611568612,0.9456810064113139,-48922.037624647375,-48882.1105203537,0.725418410041841,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20260130.csv
2026-02-27,2026,2,5754,False,0,0.00013666768625833893,-0.00037836076186078025,0.9782748406195899,0.9463276281945677,-49035.0539832535,-48995.10807998883,0.7228015293708724,/home/lfpazevedo/Documents/Projects/schonfeld-ms-primary-surplus/src/data/processed/regime_analysis/regime_probs_20260227.csv
