date,std_4y,prob_regime_0,prob_regime_1,prob_high_vol,prob_low_vol,model_run_release_date,model_n_obs,model_aic,model_bic,is_ad_hoc_date,regime_high_mean,regime_low_mean
2001-12-05,0.5414520547945205,2.033188904355901e-45,0.9999999999999868,2.033188904355901e-45,0.9999999999999868,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-06,0.5417808219178083,2.5547606161485066e-47,0.9999999999999867,2.5547606161485066e-47,0.9999999999999867,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-07,0.5294794520547946,1.1120927823462229e-11,0.9999999999888658,1.1120927823462229e-11,0.9999999999888658,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-10,0.455972602739726,1.0584043706846956e-18,0.9999999999999867,1.0584043706846956e-18,0.9999999999999867,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-11,0.4456164383561644,1.0314659964574462e-08,0.9999999896853268,1.0314659964574462e-08,0.9999999896853268,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-12,0.4458356164383561,1.3345909461620525e-07,0.9999998665408922,1.3345909461620525e-07,0.9999998665408922,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-13,0.4460547945205479,3.890454435800498e-16,0.9999999999999863,3.890454435800498e-16,0.9999999999999863,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-14,0.4462739726027397,3.2194576386090084e-16,0.9999999999999865,3.2194576386090084e-16,0.9999999999999865,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-17,0.4569315068493151,6.992612139536386e-15,0.9999999999999799,6.992612139536386e-15,0.9999999999999799,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-18,0.4478630136986301,8.041579223437664e-16,0.9999999999999859,8.041579223437664e-16,0.9999999999999859,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-19,0.4480273972602739,7.363421876018449e-11,0.9999999999263524,7.363421876018449e-11,0.9999999999263524,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-20,0.4484931506849315,4.0625948206394294e-08,0.9999999593740384,4.0625948206394294e-08,0.9999999593740384,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-21,0.4386301369863014,2.8277490399645047e-08,0.9999999717224962,2.8277490399645047e-08,0.9999999717224962,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
2001-12-24,0.4392328767123287,2.5156024931858153e-08,0.9999999748439617,2.5156024931858153e-08,0.9999999748439617,2014-04-30,2858,-25027.389840344236,-24991.6425761933,False,-2.2583991840685287e-05,-0.00014443870757963094
