date,std_4y,prob_regime_0,prob_regime_1,prob_high_vol,prob_low_vol,model_run_release_date,model_n_obs,model_aic,model_bic,is_ad_hoc_date,regime_high_mean,regime_low_mean
2001-12-05,0.5414520547945205,2.5581085045689777e-41,0.9999999999999895,0.9999999999999895,2.5581085045689777e-41,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-06,0.5417808219178083,4.188918681294745e-43,0.9999999999999896,0.9999999999999896,4.188918681294745e-43,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-07,0.5294794520547946,6.421948389820004e-11,0.9999999999357702,0.9999999999357702,6.421948389820004e-11,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-10,0.455972602739726,2.8861417546661147e-17,0.9999999999999897,0.9999999999999897,2.8861417546661147e-17,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-11,0.4456164383561644,3.0931597255936196e-08,0.9999999690683924,0.9999999690683924,3.0931597255936196e-08,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-12,0.4458356164383561,3.13085185669484e-07,0.999999686914804,0.999999686914804,3.13085185669484e-07,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-13,0.4460547945205479,6.016562046199669e-15,0.9999999999999836,0.9999999999999836,6.016562046199669e-15,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-14,0.4462739726027397,5.069551213752479e-15,0.9999999999999845,0.9999999999999845,5.069551213752479e-15,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-17,0.4569315068493151,8.19341231291924e-14,0.9999999999999077,0.9999999999999077,8.19341231291924e-14,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-18,0.4478630136986301,1.1597211111129841e-14,0.999999999999978,0.999999999999978,1.1597211111129841e-14,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
2001-12-19,0.4480273972602739,3.54696312585119e-10,0.9999999996452933,0.9999999996452933,3.54696312585119e-10,2020-07-31,4354,-37124.518453179924,-37086.24535172916,False,-8.453744376744265e-06,-1.5776768480765134e-05
