Date,Dias Corridos,252(2)(4),360(1)
17/07/2025,1,"14,90","0,00"
17/07/2025,6,"14,90","14,15"
17/07/2025,7,"14,90","15,23"
17/07/2025,8,"14,90","16,05"
17/07/2025,13,"14,90","14,73"
17/07/2025,14,"14,90","15,23"
17/07/2025,15,"14,90","15,67"
17/07/2025,21,"14,91","15,24"
17/07/2025,27,"14,91","15,00"
17/07/2025,29,"14,91","15,47"
17/07/2025,32,"14,91","14,63"
17/07/2025,42,"14,92","15,24"
17/07/2025,43,"14,92","15,39"
17/07/2025,46,"14,92","14,82"
17/07/2025,57,"14,92","15,36"
17/07/2025,60,"14,92","14,92"
17/07/2025,61,"14,92","15,04"
17/07/2025,62,"14,92","15,14"
17/07/2025,63,"14,92","15,25"
17/07/2025,64,"14,92","15,35"
17/07/2025,67,"14,93","14,96"
17/07/2025,75,"14,93","15,08"
17/07/2025,76,"14,93","15,17"
17/07/2025,90,"14,93","15,19"
17/07/2025,91,"14,93","15,26"
17/07/2025,92,"14,93","15,33"
17/07/2025,105,"14,93","15,26"
17/07/2025,106,"14,94","15,32"
17/07/2025,109,"14,94","15,08"
17/07/2025,118,"14,94","15,21"
17/07/2025,120,"14,94","15,32"
17/07/2025,123,"14,94","15,11"
17/07/2025,125,"14,94","15,21"
17/07/2025,134,"14,94","15,14"
17/07/2025,137,"14,94","14,96"
17/07/2025,148,"14,94","15,16"
17/07/2025,151,"14,94","14,99"
17/07/2025,153,"14,94","15,08"
17/07/2025,154,"14,94","15,12"
17/07/2025,155,"14,94","15,16"
17/07/2025,165,"14,94","14,87"
17/07/2025,166,"14,94","14,92"
17/07/2025,169,"14,94","14,90"
17/07/2025,180,"14,94","14,82"
17/07/2025,181,"14,94","14,85"
17/07/2025,182,"14,94","14,89"
17/07/2025,189,"14,94","14,91"
17/07/2025,197,"14,94","14,95"
17/07/2025,200,"14,94","14,83"
17/07/2025,210,"14,94","14,94"
17/07/2025,216,"14,94","14,71"
17/07/2025,224,"14,94","14,75"
17/07/2025,225,"14,94","14,79"
17/07/2025,228,"14,94","14,68"
17/07/2025,242,"14,93","14,70"
17/07/2025,244,"14,93","14,76"
17/07/2025,246,"14,92","14,81"
17/07/2025,249,"14,92","14,71"
17/07/2025,257,"14,92","14,75"
17/07/2025,258,"14,92","14,77"
17/07/2025,270,"14,91","14,65"
17/07/2025,272,"14,90","14,70"
17/07/2025,273,"14,90","14,73"
17/07/2025,291,"14,89","14,52"
17/07/2025,300,"14,88","14,57"
17/07/2025,302,"14,87","14,62"
17/07/2025,308,"14,87","14,60"
17/07/2025,316,"14,85","14,62"
17/07/2025,319,"14,85","14,55"
17/07/2025,330,"14,83","14,56"
17/07/2025,335,"14,82","14,52"
17/07/2025,337,"14,82","14,56"
17/07/2025,347,"14,80","14,48"
17/07/2025,349,"14,80","14,52"
17/07/2025,361,"14,78","14,48"
17/07/2025,363,"14,77","14,52"
17/07/2025,371,"14,75","14,53"
17/07/2025,382,"14,74","14,48"
17/07/2025,390,"14,71","14,48"
17/07/2025,391,"14,71","14,49"
17/07/2025,396,"14,70","14,46"
17/07/2025,420,"14,63","14,42"
17/07/2025,425,"14,62","14,39"
17/07/2025,426,"14,62","14,40"
17/07/2025,432,"14,61","14,38"
17/07/2025,441,"14,58","14,40"
17/07/2025,453,"14,55","14,30"
17/07/2025,454,"14,55","14,31"
17/07/2025,480,"14,48","14,20"
17/07/2025,487,"14,46","14,19"
17/07/2025,489,"14,45","14,21"
17/07/2025,490,"14,44","14,22"
17/07/2025,510,"14,40","14,14"
17/07/2025,517,"14,38","14,13"
17/07/2025,519,"14,37","14,15"
17/07/2025,536,"14,34","14,01"
17/07/2025,540,"14,33","14,04"
17/07/2025,547,"14,31","14,03"
17/07/2025,573,"14,25","13,91"
17/07/2025,578,"14,24","13,88"
17/07/2025,580,"14,24","13,90"
17/07/2025,600,"14,19","13,87"
17/07/2025,623,"14,15","13,83"
17/07/2025,630,"14,13","13,82"
17/07/2025,636,"14,12","13,80"
17/07/2025,662,"14,06","13,72"
17/07/2025,669,"14,04","13,71"
17/07/2025,690,"14,00","13,66"
17/07/2025,699,"13,98","13,67"
17/07/2025,714,"13,95","13,66"
17/07/2025,720,"13,94","13,65"
17/07/2025,750,"13,89","13,64"
17/07/2025,760,"13,88","13,60"
17/07/2025,781,"13,85","13,59"
17/07/2025,790,"13,84","13,57"
17/07/2025,806,"13,81","13,57"
17/07/2025,810,"13,81","13,55"
17/07/2025,840,"13,77","13,49"
17/07/2025,852,"13,75","13,45"
17/07/2025,872,"13,73","13,43"
17/07/2025,881,"13,71","13,44"
17/07/2025,900,"13,69","13,41"
17/07/2025,930,"13,66","13,42"
17/07/2025,943,"13,65","13,41"
17/07/2025,960,"13,64","13,38"
17/07/2025,991,"13,62","13,35"
17/07/2025,1020,"13,61","13,31"
17/07/2025,1033,"13,61","13,30"
17/07/2025,1050,"13,60","13,32"
17/07/2025,1082,"13,59","13,30"
17/07/2025,1110,"13,59","13,31"
17/07/2025,1125,"13,60","13,33"
17/07/2025,1140,"13,60","13,34"
17/07/2025,1170,"13,60","13,35"
17/07/2025,1173,"13,60","13,33"
17/07/2025,1201,"13,60","13,33"
17/07/2025,1218,"13,60","13,32"
17/07/2025,1265,"13,60","13,28"
17/07/2025,1309,"13,60","13,28"
17/07/2025,1355,"13,61","13,28"
17/07/2025,1398,"13,62","13,30"
17/07/2025,1440,"13,63","13,32"
17/07/2025,1446,"13,64","13,32"
17/07/2025,1476,"13,64","13,35"
17/07/2025,1490,"13,65","13,35"
17/07/2025,1537,"13,66","13,36"
17/07/2025,1583,"13,67","13,37"
17/07/2025,1630,"13,69","13,36"
17/07/2025,1674,"13,70","13,39"
17/07/2025,1719,"13,71","13,38"
17/07/2025,1763,"13,72","13,39"
17/07/2025,1800,"13,73","13,40"
17/07/2025,1810,"13,73","13,39"
17/07/2025,1855,"13,74","13,43"
17/07/2025,1889,"13,75","13,45"
17/07/2025,1902,"13,75","13,45"
17/07/2025,1950,"13,77","13,47"
17/07/2025,1980,"13,78","13,48"
17/07/2025,1995,"13,78","13,47"
17/07/2025,2041,"13,79","13,48"
17/07/2025,2128,"13,81","13,48"
17/07/2025,2160,"13,81","13,48"
17/07/2025,2220,"13,82","13,52"
17/07/2025,2314,"13,84","13,55"
17/07/2025,2360,"13,85","13,55"
17/07/2025,2405,"13,85","13,54"
17/07/2025,2496,"13,85","13,54"
17/07/2025,2520,"13,85","13,55"
17/07/2025,2587,"13,85","13,56"
17/07/2025,2679,"13,86","13,55"
17/07/2025,2727,"13,86","13,56"
17/07/2025,2770,"13,85","13,57"
17/07/2025,2860,"13,85","13,56"
17/07/2025,2881,"13,85","13,56"
17/07/2025,2951,"13,85","13,56"
17/07/2025,3044,"13,84","13,55"
17/07/2025,3091,"13,84","13,55"
17/07/2025,3135,"13,84","13,57"
17/07/2025,3224,"13,84","13,55"
17/07/2025,3240,"13,84","13,55"
17/07/2025,3316,"13,84","13,56"
17/07/2025,3409,"13,84","13,56"
17/07/2025,3456,"13,84","13,54"
17/07/2025,3500,"13,84","13,54"
17/07/2025,3589,"13,83","13,53"
17/07/2025,3602,"13,83","13,52"
17/07/2025,3681,"13,83","13,54"
17/07/2025,3774,"13,82","13,53"
17/07/2025,3821,"13,82","13,51"
17/07/2025,3865,"13,81","13,52"
17/07/2025,3955,"13,81","13,50"
17/07/2025,3960,"13,81","13,50"
17/07/2025,4047,"13,80","13,50"
17/07/2025,4141,"13,80","13,50"
17/07/2025,4187,"13,79","13,50"
17/07/2025,4234,"13,79","13,49"
17/07/2025,4320,"13,77","13,47"
17/07/2025,4414,"13,76","13,46"
17/07/2025,4505,"13,75","13,45"
17/07/2025,4554,"13,74","13,43"
17/07/2025,4596,"13,73","13,43"
17/07/2025,4680,"13,72","13,41"
17/07/2025,4687,"13,72","13,41"
17/07/2025,4778,"13,71","13,41"
17/07/2025,4870,"13,70","13,39"
17/07/2025,4918,"13,69","13,39"
17/07/2025,4961,"13,68","13,39"
17/07/2025,5040,"13,68","13,38"
17/07/2025,5051,"13,68","13,38"
17/07/2025,5142,"13,67","13,38"
17/07/2025,5235,"13,66","13,37"
17/07/2025,5282,"13,66","13,37"
17/07/2025,5326,"13,66","13,36"
17/07/2025,5401,"13,65","13,36"
17/07/2025,5416,"13,65","13,36"
17/07/2025,5508,"13,64","13,36"
17/07/2025,5580,"13,64","13,36"
17/07/2025,5601,"13,64","13,35"
17/07/2025,5692,"13,63","13,34"
17/07/2025,5781,"13,63","13,33"
17/07/2025,5873,"13,62","13,33"
17/07/2025,5968,"13,62","13,33"
17/07/2025,6061,"13,61","13,32"
17/07/2025,6146,"13,61","13,31"
17/07/2025,6238,"13,60","13,32"
17/07/2025,6332,"13,60","13,32"
17/07/2025,6423,"13,59","13,30"
17/07/2025,6511,"13,59","13,30"
17/07/2025,6605,"13,59","13,30"
17/07/2025,6696,"13,58","13,29"
17/07/2025,6787,"13,58","13,29"
17/07/2025,6878,"13,57","13,28"
17/07/2025,6969,"13,57","13,28"
17/07/2025,7062,"13,57","13,27"
17/07/2025,7153,"13,56","13,28"
17/07/2025,7200,"13,56","13,27"
17/07/2025,7242,"13,56","13,27"
17/07/2025,7334,"13,56","13,27"
17/07/2025,7518,"13,55","13,25"
17/07/2025,7699,"13,54","13,25"
17/07/2025,7883,"13,54","13,24"
17/07/2025,8064,"13,53","13,24"
17/07/2025,8252,"13,53","13,23"
17/07/2025,8432,"13,52","13,23"
17/07/2025,8614,"13,52","13,22"
