Date,Dias Corridos,252(2)(4),360(1)
26/11/2025,1,"14,90","0,00"
26/11/2025,2,"14,90","21,94"
26/11/2025,5,"14,90","12,64"
26/11/2025,7,"14,90","15,22"
26/11/2025,14,"14,90","15,22"
26/11/2025,16,"14,89","16,04"
26/11/2025,19,"14,89","14,53"
26/11/2025,20,"14,89","14,89"
26/11/2025,21,"14,89","15,22"
26/11/2025,22,"14,89","15,52"
26/11/2025,23,"14,89","15,79"
26/11/2025,27,"14,89","14,98"
26/11/2025,30,"14,89","14,89"
26/11/2025,33,"14,89","14,14"
26/11/2025,34,"14,89","14,36"
26/11/2025,37,"14,89","14,34"
26/11/2025,49,"14,89","14,29"
26/11/2025,50,"14,89","14,44"
26/11/2025,51,"14,89","14,58"
26/11/2025,54,"14,89","14,13"
26/11/2025,55,"14,89","14,27"
26/11/2025,56,"14,89","14,40"
26/11/2025,57,"14,89","14,53"
26/11/2025,61,"14,89","14,26"
26/11/2025,63,"14,89","14,49"
26/11/2025,65,"14,89","14,71"
26/11/2025,68,"14,89","14,36"
26/11/2025,84,"14,86","14,10"
26/11/2025,85,"14,85","14,19"
26/11/2025,86,"14,85","14,27"
26/11/2025,90,"14,85","14,09"
26/11/2025,91,"14,85","14,17"
26/11/2025,92,"14,84","14,25"
26/11/2025,93,"14,84","14,33"
26/11/2025,96,"14,84","14,08"
26/11/2025,110,"14,80","14,18"
26/11/2025,111,"14,79","14,24"
26/11/2025,112,"14,79","14,31"
26/11/2025,113,"14,79","14,37"
26/11/2025,114,"14,78","14,43"
26/11/2025,117,"14,78","14,22"
26/11/2025,120,"14,77","14,39"
26/11/2025,125,"14,76","14,31"
26/11/2025,126,"14,76","14,37"
26/11/2025,139,"14,71","14,18"
26/11/2025,140,"14,71","14,23"
26/11/2025,141,"14,70","14,27"
26/11/2025,149,"14,68","14,19"
26/11/2025,152,"14,68","14,03"
26/11/2025,153,"14,67","14,07"
26/11/2025,155,"14,66","14,16"
26/11/2025,159,"14,66","13,92"
26/11/2025,168,"14,60","13,99"
26/11/2025,170,"14,59","14,06"
26/11/2025,176,"14,56","14,03"
26/11/2025,180,"14,55","13,93"
26/11/2025,184,"14,52","14,06"
26/11/2025,187,"14,52","13,94"
26/11/2025,203,"14,44","13,89"
26/11/2025,204,"14,43","13,91"
26/11/2025,205,"14,43","13,94"
26/11/2025,210,"14,41","13,89"
26/11/2025,212,"14,40","13,94"
26/11/2025,215,"14,39","13,83"
26/11/2025,216,"14,39","13,86"
26/11/2025,217,"14,38","13,88"
26/11/2025,231,"14,31","13,86"
26/11/2025,239,"14,27","13,88"
26/11/2025,240,"14,26","13,90"
26/11/2025,246,"14,24","13,87"
26/11/2025,247,"14,24","13,89"
26/11/2025,250,"14,23","13,80"
26/11/2025,259,"14,18","13,82"
26/11/2025,264,"14,15","13,76"
26/11/2025,271,"14,12","13,75"
26/11/2025,274,"14,10","13,80"
