Date,Dias Corridos,252(2)(4),360(1)
23/12/2025,1,"14,90","0,00"
23/12/2025,3,"14,90","14,15"
23/12/2025,6,"14,91","10,43"
23/12/2025,7,"14,91","12,01"
23/12/2025,10,"14,91","12,65"
23/12/2025,14,"14,90","12,01"
23/12/2025,21,"14,90","13,07"
23/12/2025,22,"14,90","13,46"
23/12/2025,23,"14,90","13,82"
23/12/2025,24,"14,90","14,14"
23/12/2025,27,"14,90","13,31"
23/12/2025,28,"14,90","13,61"
23/12/2025,29,"14,90","13,88"
23/12/2025,30,"14,90","14,14"
23/12/2025,36,"14,90","14,14"
23/12/2025,37,"14,90","14,35"
23/12/2025,38,"14,90","14,54"
23/12/2025,41,"14,90","13,96"
23/12/2025,52,"14,88","14,71"
23/12/2025,57,"14,88","13,73"
23/12/2025,58,"14,88","13,86"
23/12/2025,59,"14,88","13,99"
23/12/2025,62,"14,88","13,63"
23/12/2025,64,"14,87","13,88"
23/12/2025,65,"14,87","14,00"
23/12/2025,66,"14,87","14,12"
23/12/2025,69,"14,87","13,79"
23/12/2025,83,"14,85","14,01"
23/12/2025,84,"14,85","14,09"
23/12/2025,85,"14,85","14,18"
23/12/2025,86,"14,85","14,27"
23/12/2025,87,"14,85","14,35"
23/12/2025,90,"14,84","14,09"
23/12/2025,94,"14,84","14,40"
23/12/2025,98,"14,84","14,24"
23/12/2025,99,"14,84","14,31"
23/12/2025,112,"14,81","14,12"
23/12/2025,113,"14,81","14,19"
23/12/2025,114,"14,80","14,25"
23/12/2025,115,"14,80","14,31"
23/12/2025,120,"14,79","14,04"
23/12/2025,122,"14,79","14,16"
23/12/2025,126,"14,78","14,03"
23/12/2025,128,"14,78","14,14"
23/12/2025,132,"14,78","13,86"
23/12/2025,141,"14,73","13,98"
23/12/2025,143,"14,72","14,07"
23/12/2025,147,"14,71","13,96"
23/12/2025,149,"14,69","14,05"
23/12/2025,150,"14,69","14,09"
23/12/2025,157,"14,66","14,11"
23/12/2025,160,"14,66","13,96"
23/12/2025,174,"14,61","13,86"
23/12/2025,176,"14,60","13,94"
23/12/2025,177,"14,59","13,98"
23/12/2025,178,"14,59","14,01"
23/12/2025,181,"14,58","13,88"
23/12/2025,185,"14,56","14,02"
23/12/2025,188,"14,56","13,90"
23/12/2025,189,"14,55","13,93"
23/12/2025,190,"14,55","13,97"
23/12/2025,204,"14,49","13,97"
23/12/2025,210,"14,47","13,95"
23/12/2025,212,"14,46","14,00"
23/12/2025,219,"14,44","14,00"
23/12/2025,220,"14,43","14,03"
23/12/2025,223,"14,43","13,92"
23/12/2025,232,"14,38","13,97"
23/12/2025,237,"14,36","13,91"
23/12/2025,240,"14,35","13,98"
23/12/2025,247,"14,32","13,97"
23/12/2025,248,"14,31","14,00"
23/12/2025,251,"14,31","13,90"
23/12/2025,252,"14,30","13,92"
23/12/2025,266,"14,24","13,82"
23/12/2025,267,"14,24","13,84"
23/12/2025,269,"14,22","13,88"
23/12/2025,272,"14,22","13,79"
23/12/2025,273,"14,21","13,81"
23/12/2025,281,"14,18","13,82"
23/12/2025,282,"14,17","13,84"
23/12/2025,295,"14,12","13,72"
23/12/2025,296,"14,12","13,74"
23/12/2025,297,"14,11","13,76"
23/12/2025,300,"14,11","13,68"
23/12/2025,309,"14,07","13,70"
23/12/2025,311,"14,06","13,73"
23/12/2025,315,"14,05","13,61"
23/12/2025,328,"14,00","13,57"
23/12/2025,330,"13,99","13,60"
23/12/2025,331,"13,99","13,62"
