Date,Dias Corridos,252(2)(4),360(1)
21/08/2018,1,"6,39","0,00"
21/08/2018,9,"6,40","7,13"
21/08/2018,10,"6,40","7,35"
21/08/2018,13,"6,40","6,33"
21/08/2018,22,"6,42","6,25"
21/08/2018,27,"6,43","6,11"
21/08/2018,29,"6,43","6,33"
21/08/2018,30,"6,43","6,43"
21/08/2018,31,"6,44","6,53"
21/08/2018,34,"6,44","6,21"
21/08/2018,37,"6,44","6,46"
21/08/2018,38,"6,44","6,54"
21/08/2018,41,"6,44","6,28"
21/08/2018,55,"6,47","6,21"
21/08/2018,57,"6,48","6,33"
21/08/2018,59,"6,48","6,43"
21/08/2018,62,"6,49","6,27"
21/08/2018,70,"6,50","6,36"
21/08/2018,71,"6,50","6,40"
21/08/2018,72,"6,50","6,45"
21/08/2018,85,"6,57","6,39"
21/08/2018,87,"6,57","6,36"
21/08/2018,90,"6,58","6,26"
21/08/2018,101,"6,63","6,47"
21/08/2018,104,"6,64","6,37"
21/08/2018,113,"6,69","6,51"
21/08/2018,118,"6,72","6,50"
21/08/2018,119,"6,72","6,53"
21/08/2018,120,"6,73","6,56"
21/08/2018,121,"6,74","6,60"
21/08/2018,122,"6,74","6,63"
21/08/2018,128,"6,76","6,56"
21/08/2018,129,"6,77","6,59"
21/08/2018,134,"6,78","6,50"
21/08/2018,147,"6,86","6,59"
21/08/2018,150,"6,88","6,68"
21/08/2018,163,"6,94","6,74"
21/08/2018,164,"6,95","6,77"
21/08/2018,176,"7,02","6,83"
21/08/2018,178,"7,04","6,89"
21/08/2018,181,"7,05","6,84"
21/08/2018,190,"7,11","6,94"
21/08/2018,191,"7,11","6,97"
21/08/2018,192,"7,12","6,99"
21/08/2018,206,"7,19","6,97"
21/08/2018,210,"7,20","6,95"
21/08/2018,212,"7,22","7,00"
21/08/2018,220,"7,26","7,06"
21/08/2018,223,"7,27","7,02"
21/08/2018,237,"7,36","7,13"
21/08/2018,239,"7,37","7,18"
21/08/2018,240,"7,38","7,20"
21/08/2018,251,"7,43","7,18"
21/08/2018,254,"7,44","7,19"
21/08/2018,267,"7,52","7,27"
21/08/2018,272,"7,54","7,28"
21/08/2018,283,"7,61","7,40"
21/08/2018,286,"7,61","7,37"
21/08/2018,295,"7,67","7,46"
21/08/2018,300,"7,69","7,46"
21/08/2018,310,"7,74","7,52"
21/08/2018,314,"7,75","7,50"
21/08/2018,328,"7,82","7,59"
21/08/2018,330,"7,84","7,62"
21/08/2018,335,"7,86","7,63"
21/08/2018,345,"7,91","7,72"
21/08/2018,358,"7,97","7,79"
21/08/2018,359,"7,98","7,80"
21/08/2018,360,"7,98","7,82"
21/08/2018,374,"8,05","7,89"
21/08/2018,391,"8,11","7,94"
21/08/2018,395,"8,13","8,00"
21/08/2018,405,"8,17","8,00"
21/08/2018,406,"8,17","8,01"
21/08/2018,420,"8,24","8,09"
21/08/2018,421,"8,24","8,10"
21/08/2018,436,"8,31","8,19"
21/08/2018,450,"8,36","8,25"
21/08/2018,454,"8,37","8,21"
21/08/2018,482,"8,47","8,33"
21/08/2018,484,"8,48","8,35"
21/08/2018,499,"8,52","8,36"
21/08/2018,510,"8,56","8,38"
21/08/2018,512,"8,57","8,41"
21/08/2018,540,"8,67","8,53"
21/08/2018,545,"8,69","8,53"
21/08/2018,559,"8,73","8,53"
21/08/2018,570,"8,77","8,60"
21/08/2018,573,"8,77","8,58"
21/08/2018,580,"8,79","8,61"
21/08/2018,589,"8,82","8,66"
21/08/2018,601,"8,86","8,67"
21/08/2018,603,"8,87","8,69"
21/08/2018,630,"8,96","8,75"
21/08/2018,633,"8,97","8,78"
21/08/2018,661,"9,06","8,86"
21/08/2018,666,"9,08","8,87"
21/08/2018,680,"9,12","8,92"
21/08/2018,692,"9,16","8,96"
21/08/2018,694,"9,17","8,98"
21/08/2018,713,"9,24","9,04"
21/08/2018,720,"9,26","9,07"
21/08/2018,722,"9,27","9,09"
21/08/2018,727,"9,28","9,09"
21/08/2018,742,"9,33","9,15"
21/08/2018,750,"9,35","9,17"
21/08/2018,756,"9,37","9,18"
21/08/2018,763,"9,39","9,21"
21/08/2018,772,"9,42","9,25"
21/08/2018,780,"9,45","9,28"
21/08/2018,786,"9,46","9,27"
21/08/2018,811,"9,52","9,32"
21/08/2018,818,"9,54","9,34"
21/08/2018,840,"9,60","9,41"
21/08/2018,850,"9,63","9,46"
21/08/2018,867,"9,66","9,45"
21/08/2018,870,"9,67","9,47"
21/08/2018,878,"9,70","9,51"
21/08/2018,902,"9,77","9,57"
21/08/2018,911,"9,79","9,57"
21/08/2018,923,"9,82","9,60"
21/08/2018,930,"9,84","9,62"
21/08/2018,937,"9,86","9,64"
21/08/2018,954,"9,91","9,71"
21/08/2018,960,"9,92","9,71"
21/08/2018,968,"9,95","9,74"
21/08/2018,986,"10,00","9,77"
21/08/2018,990,"10,01","9,80"
21/08/2018,1000,"10,04","9,81"
21/08/2018,1021,"10,09","9,86"
21/08/2018,1045,"10,16","9,95"
21/08/2018,1050,"10,18","9,96"
21/08/2018,1059,"10,21","10,00"
21/08/2018,1080,"10,28","10,08"
21/08/2018,1091,"10,31","10,11"
21/08/2018,1107,"10,37","10,17"
21/08/2018,1112,"10,38","10,18"
21/08/2018,1121,"10,41","10,20"
21/08/2018,1137,"10,46","10,27"
21/08/2018,1140,"10,46","10,26"
21/08/2018,1151,"10,49","10,29"
21/08/2018,1170,"10,52","10,31"
21/08/2018,1183,"10,55","10,32"
21/08/2018,1200,"10,58","10,37"
21/08/2018,1231,"10,64","10,42"
21/08/2018,1245,"10,68","10,46"
21/08/2018,1274,"10,75","10,55"
21/08/2018,1289,"10,78","10,56"
21/08/2018,1302,"10,81","10,59"
21/08/2018,1319,"10,85","10,65"
21/08/2018,1336,"10,88","10,66"
21/08/2018,1364,"10,94","10,72"
21/08/2018,1410,"11,04","10,83"
21/08/2018,1424,"11,07","10,86"
21/08/2018,1441,"11,09","10,88"
21/08/2018,1455,"11,12","10,91"
21/08/2018,1472,"11,15","10,95"
21/08/2018,1486,"11,17","10,97"
21/08/2018,1504,"11,20","10,99"
21/08/2018,1518,"11,22","11,00"
21/08/2018,1548,"11,27","11,05"
21/08/2018,1595,"11,35","11,13"
21/08/2018,1609,"11,37","11,16"
21/08/2018,1639,"11,42","11,22"
21/08/2018,1653,"11,44","11,22"
21/08/2018,1667,"11,46","11,25"
21/08/2018,1686,"11,49","11,27"
21/08/2018,1700,"11,51","11,28"
21/08/2018,1728,"11,54","11,30"
21/08/2018,1759,"11,57","11,34"
21/08/2018,1777,"11,59","11,36"
21/08/2018,1791,"11,61","11,38"
21/08/2018,1800,"11,63","11,40"
21/08/2018,1820,"11,65","11,43"
21/08/2018,1837,"11,68","11,47"
21/08/2018,1868,"11,72","11,50"
21/08/2018,1882,"11,74","11,51"
21/08/2018,1913,"11,78","11,54"
21/08/2018,1960,"11,83","11,58"
21/08/2018,2004,"11,87","11,62"
21/08/2018,2064,"11,93","11,67"
21/08/2018,2094,"11,95","11,70"
21/08/2018,2141,"11,99","11,74"
21/08/2018,2162,"12,01","11,76"
21/08/2018,2186,"12,03","11,79"
21/08/2018,2281,"12,09","11,86"
21/08/2018,2326,"12,12","11,89"
21/08/2018,2372,"12,16","11,93"
21/08/2018,2446,"12,21","11,96"
21/08/2018,2459,"12,21","11,97"
21/08/2018,2506,"12,25","12,00"
21/08/2018,2520,"12,25","12,01"
21/08/2018,2551,"12,27","12,04"
21/08/2018,2645,"12,32","12,10"
21/08/2018,2691,"12,35","12,13"
21/08/2018,2738,"12,38","12,15"
21/08/2018,2824,"12,43","12,20"
21/08/2018,2871,"12,46","12,22"
21/08/2018,2880,"12,46","12,23"
21/08/2018,2918,"12,48","12,25"
21/08/2018,3009,"12,53","12,29"
21/08/2018,3058,"12,55","12,31"
21/08/2018,3100,"12,57","12,32"
21/08/2018,3191,"12,60","12,36"
21/08/2018,3236,"12,62","12,38"
21/08/2018,3240,"12,62","12,38"
21/08/2018,3282,"12,63","12,40"
21/08/2018,3374,"12,66","12,42"
21/08/2018,3422,"12,68","12,44"
21/08/2018,3465,"12,69","12,46"
21/08/2018,3555,"12,72","12,47"
21/08/2018,3600,"12,73","12,49"
21/08/2018,3604,"12,73","12,49"
21/08/2018,3647,"12,75","12,51"
21/08/2018,3740,"12,77","12,53"
21/08/2018,3787,"12,78","12,53"
21/08/2018,3831,"12,79","12,53"
21/08/2018,3920,"12,80","12,54"
21/08/2018,3961,"12,80","12,55"
21/08/2018,3968,"12,80","12,55"
21/08/2018,3998,"12,80","12,56"
21/08/2018,4012,"12,81","12,56"
21/08/2018,4105,"12,81","12,57"
21/08/2018,4152,"12,82","12,56"
21/08/2018,4196,"12,82","12,58"
21/08/2018,4241,"12,83","12,57"
21/08/2018,4285,"12,83","12,57"
21/08/2018,4320,"12,83","12,58"
21/08/2018,4332,"12,83","12,58"
21/08/2018,4377,"12,84","12,59"
21/08/2018,4472,"12,85","12,60"
21/08/2018,4517,"12,85","12,60"
21/08/2018,4563,"12,85","12,61"
21/08/2018,4650,"12,86","12,61"
21/08/2018,4682,"12,86","12,61"
21/08/2018,4742,"12,87","12,62"
21/08/2018,4836,"12,87","12,64"
21/08/2018,4927,"12,88","12,64"
21/08/2018,5018,"12,89","12,64"
21/08/2018,5040,"12,89","12,64"
21/08/2018,5109,"12,89","12,65"
21/08/2018,5201,"12,90","12,65"
21/08/2018,5292,"12,90","12,67"
21/08/2018,5382,"12,91","12,67"
21/08/2018,5400,"12,91","12,67"
21/08/2018,5473,"12,91","12,68"
21/08/2018,5566,"12,92","12,68"
21/08/2018,5580,"12,92","12,68"
21/08/2018,5657,"12,92","12,69"
21/08/2018,5746,"12,93","12,69"
21/08/2018,5838,"12,93","12,70"
21/08/2018,5931,"12,94","12,70"
21/08/2018,6022,"12,94","12,70"
21/08/2018,6111,"12,95","12,70"
21/08/2018,6203,"12,95","12,71"
21/08/2018,6296,"12,95","12,71"
21/08/2018,6387,"12,96","12,71"
21/08/2018,6477,"12,96","12,71"
21/08/2018,6569,"12,96","12,72"
21/08/2018,6663,"12,97","12,72"
21/08/2018,6756,"12,97","12,73"
21/08/2018,6842,"12,97","12,73"
21/08/2018,6936,"12,98","12,73"
21/08/2018,7027,"12,98","12,73"
21/08/2018,7118,"12,98","12,74"
21/08/2018,7202,"12,99","12,74"
21/08/2018,7209,"12,99","12,74"
21/08/2018,7300,"12,99","12,74"
21/08/2018,7392,"12,99","12,74"
21/08/2018,7483,"12,99","12,75"
21/08/2018,7573,"13,00","12,75"
21/08/2018,7664,"13,00","12,76"
21/08/2018,7757,"13,00","12,76"
21/08/2018,7848,"13,01","12,76"
21/08/2018,7938,"13,01","12,76"
21/08/2018,8030,"13,01","12,77"
21/08/2018,8123,"13,01","12,77"
21/08/2018,8214,"13,01","12,77"
21/08/2018,8303,"13,02","12,77"
21/08/2018,8395,"13,02","12,77"
21/08/2018,8490,"13,02","12,78"
21/08/2018,8583,"13,02","12,78"
21/08/2018,8668,"13,02","12,78"
21/08/2018,8760,"13,03","12,79"
21/08/2018,8854,"13,03","12,79"
21/08/2018,8945,"13,03","12,79"
21/08/2018,9001,"13,03","12,79"
21/08/2018,9033,"13,03","12,79"
21/08/2018,9127,"13,03","12,79"
21/08/2018,9218,"13,04","12,79"
21/08/2018,9309,"13,04","12,80"
21/08/2018,9400,"13,04","12,80"
21/08/2018,9491,"13,04","12,80"
21/08/2018,9584,"13,04","12,80"
21/08/2018,9675,"13,04","12,81"
21/08/2018,9764,"13,05","12,80"
21/08/2018,9856,"13,05","12,81"
21/08/2018,10040,"13,05","12,80"
21/08/2018,10221,"13,05","12,81"
21/08/2018,10405,"13,06","12,81"
21/08/2018,10586,"13,06","12,81"
21/08/2018,10774,"13,06","12,82"
21/08/2018,10800,"13,06","12,82"
21/08/2018,10954,"13,06","12,82"
21/08/2018,11136,"13,07","12,82"
21/08/2018,11318,"13,07","12,82"
21/08/2018,11501,"13,07","12,83"
21/08/2018,11682,"13,07","12,83"
21/08/2018,13418,"13,09","12,85"
