Date,Dias Corridos,252(2)(4),360(1)
29/03/2016,1,"14,13","0,00"
29/03/2016,2,"14,13","20,78"
29/03/2016,3,"14,13","20,78"
29/03/2016,15,"14,14","14,86"
29/03/2016,17,"14,14","15,54"
29/03/2016,20,"14,14","14,14"
29/03/2016,30,"14,14","14,14"
29/03/2016,31,"14,14","14,35"
29/03/2016,34,"14,14","13,63"
29/03/2016,48,"14,11","13,84"
29/03/2016,51,"14,11","14,23"
29/03/2016,52,"14,11","14,35"
29/03/2016,62,"14,10","13,61"
29/03/2016,63,"14,10","13,72"
29/03/2016,64,"14,10","13,83"
29/03/2016,78,"14,08","13,92"
29/03/2016,79,"14,08","14,00"
29/03/2016,80,"14,08","14,08"
29/03/2016,90,"14,08","13,84"
29/03/2016,92,"14,08","13,98"
29/03/2016,93,"14,08","14,05"
29/03/2016,94,"14,08","14,12"
29/03/2016,108,"14,05","14,13"
29/03/2016,114,"14,04","14,08"
29/03/2016,120,"14,04","14,04"
29/03/2016,121,"14,03","14,09"
29/03/2016,122,"14,03","14,14"
29/03/2016,125,"14,03","13,94"
29/03/2016,139,"14,01","13,96"
29/03/2016,141,"14,00","14,05"
29/03/2016,150,"13,99","14,13"
29/03/2016,154,"13,98","14,01"
29/03/2016,155,"13,98","14,05"
29/03/2016,156,"13,98","14,09"
29/03/2016,163,"13,97","13,96"
29/03/2016,170,"13,97","13,97"
29/03/2016,171,"13,96","14,00"
29/03/2016,177,"13,96","13,97"
29/03/2016,181,"13,96","13,87"
29/03/2016,185,"13,95","14,01"
29/03/2016,188,"13,95","13,88"
29/03/2016,198,"13,94","13,88"
29/03/2016,202,"13,94","13,79"
29/03/2016,210,"13,93","13,83"
29/03/2016,213,"13,93","13,92"
29/03/2016,216,"13,93","13,81"
29/03/2016,217,"13,93","13,84"
29/03/2016,232,"13,88","13,66"
29/03/2016,237,"13,86","13,60"
29/03/2016,240,"13,85","13,67"
29/03/2016,246,"13,83","13,64"
29/03/2016,247,"13,82","13,66"
29/03/2016,260,"13,78","13,62"
29/03/2016,261,"13,77","13,64"
29/03/2016,262,"13,77","13,66"
29/03/2016,267,"13,76","13,61"
29/03/2016,272,"13,75","13,56"
29/03/2016,274,"13,74","13,60"
29/03/2016,275,"13,73","13,62"
29/03/2016,276,"13,73","13,64"
29/03/2016,279,"13,73","13,55"
29/03/2016,293,"13,69","13,54"
29/03/2016,300,"13,68","13,54"
29/03/2016,308,"13,66","13,55"
29/03/2016,309,"13,66","13,57"
29/03/2016,323,"13,63","13,56"
29/03/2016,330,"13,62","13,55"
29/03/2016,331,"13,62","13,57"
29/03/2016,332,"13,61","13,59"
29/03/2016,337,"13,61","13,43"
