Date,Dias Corridos,252(2)(4),360(1)
17/03/2025,1,"13,15","0,00"
17/03/2025,2,"13,55","19,91"
17/03/2025,3,"13,69","20,11"
17/03/2025,4,"13,75","20,21"
17/03/2025,7,"13,79","14,09"
17/03/2025,9,"13,84","15,49"
17/03/2025,11,"13,87","16,39"
17/03/2025,14,"13,88","14,18"
17/03/2025,15,"13,88","14,59"
17/03/2025,21,"13,96","14,26"
17/03/2025,29,"14,02","14,53"
17/03/2025,30,"14,02","14,74"
17/03/2025,31,"14,03","14,93"
17/03/2025,39,"14,05","13,88"
17/03/2025,43,"14,06","13,51"
17/03/2025,44,"14,06","13,67"
17/03/2025,46,"14,06","13,50"
17/03/2025,58,"14,16","13,56"
17/03/2025,59,"14,17","13,69"
17/03/2025,60,"14,18","13,82"
17/03/2025,66,"14,21","13,81"
17/03/2025,74,"14,24","14,01"
17/03/2025,77,"14,25","13,71"
17/03/2025,88,"14,31","14,16"
17/03/2025,91,"14,32","13,91"
17/03/2025,93,"14,33","14,07"
17/03/2025,95,"14,33","13,99"
17/03/2025,102,"14,35","14,05"
17/03/2025,105,"14,36","13,84"
17/03/2025,106,"14,36","13,91"
17/03/2025,120,"14,42","14,05"
17/03/2025,121,"14,42","14,11"
17/03/2025,128,"14,45","14,17"
17/03/2025,135,"14,47","14,22"
17/03/2025,136,"14,47","14,27"
17/03/2025,137,"14,47","14,33"
17/03/2025,149,"14,51","14,31"
17/03/2025,150,"14,51","14,36"
17/03/2025,151,"14,52","14,41"
17/03/2025,164,"14,55","14,44"
17/03/2025,165,"14,55","14,48"
17/03/2025,168,"14,55","14,34"
17/03/2025,179,"14,58","14,55"
17/03/2025,182,"14,59","14,42"
17/03/2025,184,"14,59","14,50"
17/03/2025,185,"14,60","14,54"
17/03/2025,186,"14,60","14,58"
17/03/2025,189,"14,60","14,45"
17/03/2025,197,"14,62","14,52"
17/03/2025,198,"14,62","14,55"
17/03/2025,210,"14,64","14,53"
