Date,Dias Corridos,252(2)(4),360(1)
23/08/2016,1,"14,13","0,00"
23/08/2016,2,"14,13","20,78"
23/08/2016,7,"14,13","14,44"
23/08/2016,8,"14,13","15,21"
23/08/2016,9,"14,13","15,82"
23/08/2016,16,"14,13","13,86"
23/08/2016,23,"14,13","14,03"
23/08/2016,24,"14,13","14,30"
23/08/2016,28,"14,13","13,66"
23/08/2016,30,"14,12","14,12"
23/08/2016,34,"14,12","13,62"
23/08/2016,37,"14,12","14,18"
23/08/2016,38,"14,12","14,35"
23/08/2016,41,"14,12","13,76"
23/08/2016,51,"14,11","13,82"
23/08/2016,55,"14,11","13,52"
23/08/2016,57,"14,11","13,77"
23/08/2016,62,"14,11","13,62"
23/08/2016,66,"14,10","14,04"
23/08/2016,69,"14,10","13,70"
23/08/2016,70,"14,10","13,79"
23/08/2016,85,"14,09","13,46"
23/08/2016,90,"14,08","13,37"
23/08/2016,99,"14,08","13,58"
23/08/2016,100,"14,08","13,65"
23/08/2016,113,"14,03","13,63"
23/08/2016,114,"14,03","13,69"
23/08/2016,115,"14,02","13,74"
23/08/2016,120,"14,01","13,65"
23/08/2016,127,"13,99","13,67"
23/08/2016,128,"13,99","13,72"
23/08/2016,129,"13,98","13,77"
23/08/2016,132,"13,98","13,59"
23/08/2016,146,"13,93","13,61"
23/08/2016,150,"13,91","13,77"
23/08/2016,161,"13,88","13,66"
23/08/2016,162,"13,88","13,70"
23/08/2016,176,"13,84","13,69"
23/08/2016,181,"13,82","13,63"
23/08/2016,184,"13,81","13,72"
23/08/2016,185,"13,81","13,75"
23/08/2016,190,"13,81","13,47"
23/08/2016,196,"13,78","13,43"
23/08/2016,204,"13,74","13,45"
23/08/2016,206,"13,72","13,50"
23/08/2016,210,"13,71","13,41"
23/08/2016,212,"13,70","13,46"
23/08/2016,220,"13,67","13,48"
23/08/2016,223,"13,66","13,37"
23/08/2016,232,"13,60","13,39"
23/08/2016,237,"13,59","13,25"
23/08/2016,240,"13,57","13,31"
23/08/2016,247,"13,54","13,21"
23/08/2016,248,"13,53","13,23"
23/08/2016,252,"13,53","13,09"
23/08/2016,265,"13,47","13,04"
23/08/2016,272,"13,44","13,03"
23/08/2016,281,"13,40","13,06"
23/08/2016,282,"13,39","13,08"
23/08/2016,295,"13,35","13,04"
23/08/2016,297,"13,34","13,01"
23/08/2016,300,"13,34","12,94"
23/08/2016,310,"13,30","12,98"
23/08/2016,314,"13,30","12,92"
23/08/2016,328,"13,23","12,89"
23/08/2016,330,"13,22","12,92"
23/08/2016,335,"13,20","12,87"
23/08/2016,339,"13,18","12,93"
23/08/2016,343,"13,17","12,87"
23/08/2016,357,"13,12","12,84"
23/08/2016,358,"13,11","12,85"
23/08/2016,360,"13,10","12,88"
23/08/2016,374,"13,05","12,85"
23/08/2016,381,"13,03","12,79"
23/08/2016,388,"13,01","12,77"
23/08/2016,391,"13,00","12,72"
23/08/2016,394,"12,99","12,75"
23/08/2016,405,"12,96","12,69"
23/08/2016,419,"12,91","12,62"
23/08/2016,420,"12,91","12,63"
23/08/2016,421,"12,90","12,64"
23/08/2016,434,"12,86","12,60"
23/08/2016,435,"12,86","12,61"
23/08/2016,450,"12,81","12,51"
23/08/2016,465,"12,77","12,50"
23/08/2016,477,"12,74","12,46"
23/08/2016,482,"12,72","12,43"
23/08/2016,483,"12,72","12,44"
23/08/2016,497,"12,69","12,35"
23/08/2016,510,"12,66","12,32"
23/08/2016,540,"12,61","12,25"
23/08/2016,541,"12,61","12,26"
23/08/2016,555,"12,58","12,25"
23/08/2016,569,"12,56","12,24"
23/08/2016,570,"12,55","12,25"
23/08/2016,587,"12,53","12,18"
23/08/2016,601,"12,50","12,17"
23/08/2016,617,"12,48","12,14"
23/08/2016,630,"12,45","12,12"
23/08/2016,659,"12,41","12,09"
23/08/2016,660,"12,41","12,09"
23/08/2016,678,"12,38","12,06"
23/08/2016,692,"12,36","12,05"
23/08/2016,708,"12,34","12,06"
23/08/2016,720,"12,32","12,04"
23/08/2016,722,"12,32","12,05"
23/08/2016,741,"12,29","12,02"
23/08/2016,750,"12,28","12,01"
