Date,Dias Corridos,252(2)(4),360(1)
18/07/2025,3,"14,90","0,00"
18/07/2025,5,"14,90","12,65"
18/07/2025,7,"14,90","15,23"
18/07/2025,12,"14,91","14,15"
18/07/2025,13,"14,91","14,73"
18/07/2025,14,"14,91","15,23"
18/07/2025,21,"14,91","15,24"
18/07/2025,26,"14,92","14,74"
18/07/2025,28,"14,92","15,24"
18/07/2025,31,"14,92","14,40"
18/07/2025,40,"14,92","14,92"
18/07/2025,41,"14,92","15,09"
18/07/2025,42,"14,92","15,25"
18/07/2025,45,"14,92","14,67"
18/07/2025,56,"14,93","15,25"
18/07/2025,59,"14,93","14,81"
18/07/2025,60,"14,93","14,93"
18/07/2025,61,"14,93","15,04"
18/07/2025,62,"14,93","15,15"
18/07/2025,63,"14,93","15,26"
18/07/2025,66,"14,93","14,86"
18/07/2025,70,"14,93","15,26"
18/07/2025,74,"14,93","14,99"
18/07/2025,75,"14,93","15,08"
18/07/2025,89,"14,94","15,12"
18/07/2025,90,"14,94","15,19"
18/07/2025,91,"14,94","15,27"
18/07/2025,103,"14,94","15,14"
18/07/2025,104,"14,94","15,21"
18/07/2025,105,"14,95","15,27"
18/07/2025,108,"14,95","15,03"
18/07/2025,117,"14,95","15,16"
18/07/2025,122,"14,95","15,06"
18/07/2025,124,"14,95","15,17"
18/07/2025,133,"14,95","15,11"
18/07/2025,136,"14,95","14,92"
18/07/2025,147,"14,95","15,13"
18/07/2025,150,"14,96","14,96"
18/07/2025,152,"14,96","15,05"
18/07/2025,153,"14,96","15,09"
18/07/2025,154,"14,96","15,13"
18/07/2025,161,"14,96","15,00"
18/07/2025,164,"14,96","14,84"
18/07/2025,165,"14,96","14,89"
18/07/2025,168,"14,96","14,87"
18/07/2025,180,"14,96","14,83"
18/07/2025,181,"14,96","14,87"
18/07/2025,188,"14,96","14,89"
18/07/2025,196,"14,96","14,94"
18/07/2025,199,"14,96","14,81"
18/07/2025,210,"14,96","14,96"
18/07/2025,215,"14,95","14,69"
18/07/2025,223,"14,95","14,74"
18/07/2025,224,"14,95","14,77"
18/07/2025,227,"14,95","14,66"
18/07/2025,241,"14,94","14,68"
18/07/2025,243,"14,94","14,74"
18/07/2025,245,"14,94","14,80"
18/07/2025,248,"14,94","14,70"
18/07/2025,256,"14,93","14,73"
18/07/2025,257,"14,93","14,76"
18/07/2025,270,"14,92","14,67"
18/07/2025,271,"14,92","14,69"
18/07/2025,272,"14,92","14,72"
18/07/2025,290,"14,91","14,52"
18/07/2025,299,"14,90","14,57"
18/07/2025,300,"14,90","14,59"
18/07/2025,301,"14,90","14,62"
18/07/2025,307,"14,89","14,60"
18/07/2025,315,"14,88","14,63"
18/07/2025,318,"14,88","14,55"
18/07/2025,332,"14,86","14,49"
18/07/2025,334,"14,85","14,52"
18/07/2025,336,"14,85","14,56"
18/07/2025,346,"14,83","14,49"
18/07/2025,348,"14,83","14,53"
18/07/2025,360,"14,81","14,49"
18/07/2025,362,"14,80","14,53"
18/07/2025,370,"14,79","14,54"
18/07/2025,381,"14,77","14,49"
18/07/2025,390,"14,74","14,51"
18/07/2025,395,"14,73","14,47"
18/07/2025,420,"14,66","14,45"
18/07/2025,424,"14,66","14,40"
18/07/2025,425,"14,65","14,42"
18/07/2025,431,"14,64","14,40"
18/07/2025,440,"14,62","14,41"
18/07/2025,452,"14,59","14,32"
18/07/2025,453,"14,58","14,33"
18/07/2025,480,"14,51","14,23"
18/07/2025,486,"14,49","14,21"
18/07/2025,488,"14,48","14,23"
18/07/2025,489,"14,48","14,24"
18/07/2025,510,"14,43","14,17"
18/07/2025,516,"14,42","14,15"
18/07/2025,518,"14,41","14,17"
18/07/2025,535,"14,38","14,03"
18/07/2025,542,"14,36","14,02"
18/07/2025,546,"14,35","14,06"
18/07/2025,572,"14,29","13,93"
18/07/2025,577,"14,28","13,91"
18/07/2025,579,"14,28","13,93"
18/07/2025,600,"14,23","13,90"
18/07/2025,622,"14,19","13,86"
18/07/2025,630,"14,17","13,86"
18/07/2025,635,"14,16","13,83"
18/07/2025,661,"14,10","13,75"
18/07/2025,668,"14,09","13,75"
18/07/2025,690,"14,04","13,70"
18/07/2025,698,"14,02","13,70"
18/07/2025,713,"13,99","13,69"
18/07/2025,720,"13,98","13,69"
18/07/2025,752,"13,93","13,64"
18/07/2025,759,"13,92","13,64"
18/07/2025,780,"13,89","13,62"
18/07/2025,789,"13,88","13,61"
18/07/2025,805,"13,86","13,61"
18/07/2025,810,"13,85","13,59"
18/07/2025,840,"13,81","13,53"
18/07/2025,851,"13,80","13,48"
18/07/2025,871,"13,77","13,47"
18/07/2025,880,"13,76","13,47"
18/07/2025,899,"13,73","13,45"
18/07/2025,900,"13,73","13,45"
18/07/2025,930,"13,71","13,46"
18/07/2025,942,"13,70","13,44"
18/07/2025,962,"13,68","13,39"
18/07/2025,990,"13,66","13,39"
18/07/2025,1020,"13,66","13,35"
18/07/2025,1032,"13,65","13,34"
18/07/2025,1050,"13,65","13,37"
18/07/2025,1081,"13,64","13,34"
18/07/2025,1110,"13,64","13,36"
18/07/2025,1124,"13,64","13,37"
18/07/2025,1140,"13,64","13,39"
18/07/2025,1172,"13,65","13,37"
18/07/2025,1200,"13,64","13,37"
18/07/2025,1217,"13,64","13,36"
18/07/2025,1264,"13,64","13,32"
18/07/2025,1308,"13,65","13,32"
18/07/2025,1354,"13,66","13,32"
18/07/2025,1397,"13,67","13,34"
18/07/2025,1440,"13,68","13,37"
18/07/2025,1445,"13,69","13,36"
18/07/2025,1475,"13,69","13,39"
18/07/2025,1489,"13,70","13,40"
18/07/2025,1536,"13,71","13,40"
18/07/2025,1582,"13,72","13,41"
18/07/2025,1629,"13,74","13,40"
18/07/2025,1673,"13,74","13,43"
18/07/2025,1718,"13,75","13,42"
18/07/2025,1762,"13,77","13,43"
18/07/2025,1802,"13,78","13,44"
18/07/2025,1809,"13,78","13,44"
18/07/2025,1854,"13,79","13,48"
18/07/2025,1888,"13,80","13,49"
18/07/2025,1901,"13,80","13,49"
18/07/2025,1949,"13,81","13,51"
18/07/2025,1979,"13,82","13,52"
