Date,Dias Corridos,252(2)(4),360(1)
03/06/2025,1,"14,65","0,00"
03/06/2025,7,"14,69","15,01"
03/06/2025,10,"14,69","16,96"
03/06/2025,13,"14,69","14,52"
03/06/2025,14,"14,69","15,02"
03/06/2025,15,"14,69","15,45"
03/06/2025,17,"14,70","14,83"
03/06/2025,21,"14,70","13,95"
03/06/2025,24,"14,70","14,88"
03/06/2025,27,"14,70","13,95"
03/06/2025,28,"14,70","14,22"
03/06/2025,30,"14,70","14,70"
03/06/2025,42,"14,73","14,51"
03/06/2025,43,"14,73","14,68"
03/06/2025,45,"14,73","14,98"
03/06/2025,50,"14,74","14,74"
03/06/2025,52,"14,74","15,00"
03/06/2025,57,"14,74","14,78"
03/06/2025,58,"14,74","14,90"
03/06/2025,59,"14,74","15,01"
03/06/2025,62,"14,75","14,60"
03/06/2025,71,"14,76","14,85"
03/06/2025,73,"14,76","15,04"
03/06/2025,86,"14,77","14,98"
03/06/2025,87,"14,77","15,06"
03/06/2025,90,"14,77","14,77"
03/06/2025,101,"14,78","15,07"
03/06/2025,104,"14,78","14,83"
03/06/2025,106,"14,79","14,96"
03/06/2025,107,"14,79","15,02"
03/06/2025,108,"14,79","15,08"
03/06/2025,111,"14,79","14,85"
03/06/2025,119,"14,79","14,93"
03/06/2025,120,"14,79","14,98"
03/06/2025,134,"14,80","15,00"
03/06/2025,135,"14,80","15,05"
03/06/2025,149,"14,80","15,06"
03/06/2025,150,"14,80","15,10"
03/06/2025,153,"14,80","14,94"
03/06/2025,162,"14,80","15,03"
03/06/2025,167,"14,80","14,95"
03/06/2025,169,"14,80","15,03"
03/06/2025,178,"14,81","14,98"
03/06/2025,181,"14,81","14,84"
03/06/2025,195,"14,81","14,86"
03/06/2025,197,"14,81","14,93"
03/06/2025,198,"14,81","14,97"
03/06/2025,199,"14,81","15,00"
03/06/2025,209,"14,81","14,77"
03/06/2025,210,"14,81","14,81"
03/06/2025,213,"14,81","14,80"
03/06/2025,225,"14,81","14,76"
03/06/2025,226,"14,81","14,79"
03/06/2025,233,"14,81","14,80"
03/06/2025,240,"14,80","14,80"
03/06/2025,241,"14,80","14,83"
03/06/2025,244,"14,80","14,73"
03/06/2025,260,"14,79","14,62"
03/06/2025,268,"14,79","14,65"
03/06/2025,269,"14,79","14,68"
03/06/2025,272,"14,79","14,59"
03/06/2025,286,"14,77","14,60"
03/06/2025,288,"14,77","14,65"
03/06/2025,290,"14,77","14,69"
03/06/2025,293,"14,77","14,61"
03/06/2025,300,"14,76","14,61"
03/06/2025,301,"14,76","14,63"
03/06/2025,302,"14,76","14,65"
03/06/2025,316,"14,74","14,58"
03/06/2025,317,"14,74","14,60"
03/06/2025,330,"14,72","14,52"
03/06/2025,335,"14,72","14,42"
03/06/2025,344,"14,70","14,45"
03/06/2025,346,"14,69","14,49"
03/06/2025,352,"14,68","14,47"
03/06/2025,360,"14,67","14,48"
03/06/2025,363,"14,67","14,41"
03/06/2025,379,"14,63","14,38"
03/06/2025,391,"14,61","14,34"
03/06/2025,393,"14,61","14,37"
03/06/2025,407,"14,57","14,35"
03/06/2025,415,"14,54","14,36"
03/06/2025,420,"14,53","14,32"
03/06/2025,435,"14,50","14,32"
03/06/2025,440,"14,49","14,28"
03/06/2025,450,"14,46","14,31"
03/06/2025,469,"14,42","14,22"
03/06/2025,476,"14,41","14,21"
03/06/2025,482,"14,40","14,20"
03/06/2025,485,"14,39","14,23"
03/06/2025,498,"14,36","14,16"
03/06/2025,510,"14,33","14,12"
03/06/2025,531,"14,28","14,05"
03/06/2025,534,"14,27","14,08"
03/06/2025,540,"14,26","14,02"
03/06/2025,561,"14,22","14,00"
03/06/2025,563,"14,21","14,02"
03/06/2025,573,"14,20","13,93"
03/06/2025,580,"14,19","13,89"
03/06/2025,591,"14,16","13,92"
03/06/2025,601,"14,15","13,87"
03/06/2025,622,"14,11","13,79"
03/06/2025,624,"14,11","13,80"
03/06/2025,630,"14,10","13,79"
03/06/2025,660,"14,05","13,79"
03/06/2025,667,"14,04","13,75"
03/06/2025,680,"14,01","13,73"
03/06/2025,692,"14,00","13,67"
03/06/2025,713,"13,96","13,66"
03/06/2025,720,"13,95","13,65"
03/06/2025,750,"13,90","13,62"
03/06/2025,758,"13,89","13,62"
03/06/2025,780,"13,86","13,62"
03/06/2025,804,"13,83","13,58"
03/06/2025,811,"13,82","13,57"
03/06/2025,840,"13,79","13,54"
03/06/2025,850,"13,78","13,56"
03/06/2025,870,"13,76","13,52"
03/06/2025,896,"13,73","13,45"
03/06/2025,902,"13,73","13,44"
03/06/2025,930,"13,70","13,43"
03/06/2025,944,"13,68","13,42"
03/06/2025,960,"13,67","13,43"
03/06/2025,987,"13,66","13,43"
03/06/2025,990,"13,65","13,44"
03/06/2025,1021,"13,64","13,38"
03/06/2025,1035,"13,63","13,38"
03/06/2025,1050,"13,63","13,38"
03/06/2025,1077,"13,63","13,35"
03/06/2025,1080,"13,63","13,36"
03/06/2025,1112,"13,63","13,35"
03/06/2025,1126,"13,63","13,35"
03/06/2025,1140,"13,64","13,37"
03/06/2025,1169,"13,65","13,39"
03/06/2025,1170,"13,65","13,40"
03/06/2025,1200,"13,65","13,41"
03/06/2025,1217,"13,66","13,40"
03/06/2025,1262,"13,66","13,39"
03/06/2025,1309,"13,65","13,35"
03/06/2025,1353,"13,65","13,34"
03/06/2025,1399,"13,65","13,33"
03/06/2025,1441,"13,67","13,36"
03/06/2025,1442,"13,67","13,36"
03/06/2025,1490,"13,69","13,38"
