Date,Dias Corridos,252(2)(4),360(1)
14/01/2013,1,"6,93","6,85"
14/01/2013,16,"6,91","7,42"
14/01/2013,17,"6,91","7,57"
14/01/2013,18,"6,91","7,71"
14/01/2013,30,"6,93","6,59"
14/01/2013,32,"6,94","6,81"
14/01/2013,44,"6,95","6,77"
14/01/2013,45,"6,95","6,84"
14/01/2013,46,"6,95","6,91"
14/01/2013,59,"6,96","6,91"
14/01/2013,60,"6,96","6,96"
14/01/2013,72,"6,97","6,91"
14/01/2013,73,"6,97","6,95"
14/01/2013,77,"6,97","6,72"
14/01/2013,91,"6,98","6,78"
14/01/2013,105,"6,98","6,83"
14/01/2013,106,"6,98","6,86"
14/01/2013,108,"6,98","6,83"
14/01/2013,120,"6,99","6,82"
14/01/2013,121,"6,99","6,84"
14/01/2013,137,"7,00","6,85"
14/01/2013,150,"7,00","6,87"
14/01/2013,158,"7,01","6,90"
14/01/2013,164,"7,01","6,90"
14/01/2013,165,"7,01","6,92"
14/01/2013,168,"7,01","6,85"
14/01/2013,179,"7,02","6,94"
14/01/2013,182,"7,02","6,88"
14/01/2013,197,"7,03","6,93"
14/01/2013,198,"7,03","6,95"
14/01/2013,199,"7,03","6,97"
14/01/2013,210,"7,04","6,94"
14/01/2013,212,"7,04","6,97"
14/01/2013,213,"7,04","6,99"
14/01/2013,227,"7,05","7,01"
14/01/2013,228,"7,05","7,02"
14/01/2013,240,"7,05","7,01"
14/01/2013,242,"7,05","7,04"
14/01/2013,249,"7,06","7,04"
14/01/2013,259,"7,06","7,01"
14/01/2013,260,"7,06","7,02"
14/01/2013,270,"7,07","7,07"
14/01/2013,274,"7,07","7,04"
14/01/2013,289,"7,08","7,07"
14/01/2013,290,"7,08","7,08"
14/01/2013,301,"7,08","7,06"
14/01/2013,304,"7,08","7,09"
14/01/2013,308,"7,08","7,03"
14/01/2013,319,"7,09","7,08"
14/01/2013,330,"7,09","7,06"
14/01/2013,340,"7,10","7,10"
14/01/2013,347,"7,10","7,07"
14/01/2013,351,"7,10","7,05"
14/01/2013,353,"7,10","7,04"
14/01/2013,360,"7,11","7,05"
14/01/2013,365,"7,11","7,04"
14/01/2013,366,"7,11","7,05"
14/01/2013,392,"7,13","7,07"
14/01/2013,409,"7,14","7,11"
14/01/2013,420,"7,15","7,05"
14/01/2013,424,"7,15","7,08"
14/01/2013,427,"7,15","7,05"
14/01/2013,442,"7,16","7,08"
14/01/2013,450,"7,18","7,11"
14/01/2013,456,"7,19","7,11"
14/01/2013,470,"7,21","7,10"
14/01/2013,480,"7,23","7,12"
14/01/2013,485,"7,24","7,11"
14/01/2013,511,"7,28","7,16"
14/01/2013,532,"7,31","7,18"
14/01/2013,533,"7,31","7,19"
14/01/2013,540,"7,33","7,21"
14/01/2013,547,"7,34","7,23"
14/01/2013,564,"7,38","7,29"
14/01/2013,570,"7,40","7,30"
14/01/2013,578,"7,41","7,33"
14/01/2013,595,"7,44","7,34"
14/01/2013,602,"7,46","7,36"
14/01/2013,609,"7,47","7,37"
14/01/2013,625,"7,50","7,42"
14/01/2013,630,"7,51","7,42"
14/01/2013,639,"7,53","7,46"
14/01/2013,660,"7,58","7,51"
14/01/2013,690,"7,64","7,59"
14/01/2013,718,"7,69","7,62"
14/01/2013,721,"7,69","7,60"
14/01/2013,731,"7,71","7,64"
14/01/2013,750,"7,74","7,67"
14/01/2013,780,"7,79","7,70"
14/01/2013,791,"7,81","7,71"
14/01/2013,807,"7,83","7,75"
14/01/2013,812,"7,84","7,73"
14/01/2013,821,"7,85","7,76"
14/01/2013,840,"7,88","7,75"
14/01/2013,851,"7,90","7,79"
14/01/2013,870,"7,92","7,81"
14/01/2013,898,"7,96","7,85"
14/01/2013,900,"7,96","7,86"
14/01/2013,912,"7,98","7,87"
14/01/2013,931,"8,00","7,89"
14/01/2013,960,"8,04","7,94"
14/01/2013,990,"8,07","7,97"
14/01/2013,1004,"8,09","7,98"
14/01/2013,1023,"8,11","7,99"
14/01/2013,1050,"8,14","8,03"
14/01/2013,1080,"8,18","8,06"
14/01/2013,1085,"8,18","8,05"
14/01/2013,1096,"8,19","8,08"
14/01/2013,1110,"8,21","8,10"
14/01/2013,1141,"8,23","8,09"
14/01/2013,1156,"8,25","8,12"
14/01/2013,1170,"8,26","8,12"
14/01/2013,1173,"8,26","8,13"
14/01/2013,1187,"8,27","8,15"
14/01/2013,1200,"8,28","8,15"
14/01/2013,1264,"8,33","8,20"
14/01/2013,1278,"8,34","8,22"
14/01/2013,1309,"8,37","8,24"
14/01/2013,1358,"8,40","8,27"
14/01/2013,1372,"8,41","8,28"
14/01/2013,1442,"8,47","8,33"
14/01/2013,1449,"8,47","8,34"
14/01/2013,1463,"8,48","8,35"
14/01/2013,1521,"8,50","8,37"
14/01/2013,1540,"8,51","8,38"
14/01/2013,1554,"8,52","8,38"
14/01/2013,1582,"8,53","8,38"
14/01/2013,1631,"8,55","8,40"
14/01/2013,1645,"8,56","8,42"
14/01/2013,1722,"8,61","8,47"
14/01/2013,1736,"8,62","8,47"
14/01/2013,1800,"8,65","8,50"
14/01/2013,1814,"8,65","8,50"
14/01/2013,1827,"8,66","8,50"
14/01/2013,1904,"8,70","8,54"
14/01/2013,1918,"8,71","8,55"
14/01/2013,1995,"8,75","8,59"
14/01/2013,2009,"8,75","8,60"
14/01/2013,2039,"8,77","8,62"
14/01/2013,2086,"8,79","8,64"
14/01/2013,2100,"8,80","8,64"
14/01/2013,2160,"8,82","8,67"
14/01/2013,2179,"8,83","8,67"
14/01/2013,2192,"8,84","8,67"
14/01/2013,2268,"8,88","8,71"
14/01/2013,2282,"8,89","8,72"
14/01/2013,2359,"8,92","8,75"
14/01/2013,2373,"8,93","8,76"
14/01/2013,2404,"8,95","8,79"
14/01/2013,2451,"8,97","8,81"
14/01/2013,2465,"8,98","8,82"
14/01/2013,2520,"9,00","8,85"
14/01/2013,2544,"9,01","8,85"
14/01/2013,2557,"9,02","8,86"
14/01/2013,2634,"9,06","8,90"
14/01/2013,2648,"9,07","8,90"
14/01/2013,2725,"9,11","8,94"
14/01/2013,2739,"9,11","8,95"
14/01/2013,2772,"9,13","8,96"
14/01/2013,2817,"9,15","8,99"
14/01/2013,2831,"9,15","8,99"
14/01/2013,2880,"9,17","9,01"
14/01/2013,2912,"9,18","9,01"
14/01/2013,2923,"9,18","9,02"
14/01/2013,2999,"9,21","9,04"
14/01/2013,3013,"9,21","9,04"
14/01/2013,3090,"9,23","9,06"
14/01/2013,3104,"9,24","9,07"
14/01/2013,3136,"9,24","9,08"
14/01/2013,3182,"9,26","9,09"
14/01/2013,3196,"9,26","9,09"
14/01/2013,3241,"9,27","9,10"
14/01/2013,3276,"9,28","9,11"
14/01/2013,3290,"9,28","9,12"
14/01/2013,3364,"9,31","9,14"
14/01/2013,3381,"9,31","9,14"
14/01/2013,3455,"9,33","9,16"
14/01/2013,3469,"9,34","9,17"
14/01/2013,3500,"9,34","9,18"
14/01/2013,3549,"9,36","9,19"
14/01/2013,3563,"9,36","9,19"
14/01/2013,3600,"9,37","9,20"
14/01/2013,3640,"9,38","9,21"
14/01/2013,3654,"9,38","9,21"
14/01/2013,3712,"9,38","9,21"
14/01/2013,3731,"9,38","9,21"
14/01/2013,3745,"9,38","9,21"
14/01/2013,3822,"9,38","9,21"
14/01/2013,3836,"9,38","9,21"
14/01/2013,3865,"9,38","9,21"
14/01/2013,3913,"9,38","9,21"
14/01/2013,3927,"9,38","9,21"
14/01/2013,3962,"9,38","9,21"
