Date,Dias Corridos,252(2)(4),360(1)
18/11/2025,1,"14,90","0,00"
18/11/2025,3,"14,90","14,14"
18/11/2025,7,"14,90","12,01"
18/11/2025,8,"14,90","13,20"
18/11/2025,9,"14,90","14,14"
18/11/2025,10,"14,90","14,90"
18/11/2025,13,"14,90","12,99"
18/11/2025,14,"14,90","13,60"
18/11/2025,21,"14,90","14,14"
18/11/2025,24,"14,90","15,09"
18/11/2025,27,"14,90","14,14"
18/11/2025,28,"14,90","14,41"
18/11/2025,29,"14,90","14,66"
18/11/2025,30,"14,90","14,90"
18/11/2025,31,"14,90","15,12"
18/11/2025,35,"14,90","14,57"
18/11/2025,38,"14,90","14,54"
18/11/2025,41,"14,90","13,95"
18/11/2025,42,"14,90","14,14"
18/11/2025,45,"14,90","14,14"
18/11/2025,57,"14,89","14,14"
18/11/2025,58,"14,89","14,27"
18/11/2025,59,"14,89","14,39"
18/11/2025,62,"14,89","14,01"
18/11/2025,63,"14,89","14,14"
18/11/2025,64,"14,89","14,25"
18/11/2025,65,"14,89","14,37"
18/11/2025,71,"14,89","14,35"
18/11/2025,73,"14,89","14,55"
18/11/2025,76,"14,89","14,23"
18/11/2025,92,"14,86","14,03"
18/11/2025,93,"14,86","14,11"
18/11/2025,94,"14,86","14,18"
18/11/2025,99,"14,85","14,10"
18/11/2025,100,"14,85","14,17"
18/11/2025,101,"14,85","14,24"
18/11/2025,104,"14,85","14,02"
18/11/2025,118,"14,80","14,12"
18/11/2025,119,"14,80","14,17"
18/11/2025,120,"14,80","14,23"
18/11/2025,121,"14,79","14,29"
18/11/2025,122,"14,79","14,35"
18/11/2025,125,"14,79","14,16"
18/11/2025,133,"14,77","14,24"
18/11/2025,134,"14,77","14,30"
18/11/2025,147,"14,73","14,13"
18/11/2025,148,"14,72","14,17"
18/11/2025,149,"14,72","14,22"
18/11/2025,150,"14,71","14,26"
18/11/2025,157,"14,69","14,14"
18/11/2025,161,"14,69","14,03"
18/11/2025,163,"14,68","14,12"
18/11/2025,167,"14,67","13,88"
18/11/2025,176,"14,62","13,96"
18/11/2025,178,"14,61","14,03"
18/11/2025,181,"14,60","13,90"
18/11/2025,184,"14,58","14,00"
18/11/2025,192,"14,55","14,04"
18/11/2025,195,"14,54","13,92"
18/11/2025,210,"14,48","13,85"
18/11/2025,211,"14,47","13,87"
18/11/2025,212,"14,46","13,90"
18/11/2025,213,"14,46","13,93"
18/11/2025,220,"14,43","13,93"
18/11/2025,223,"14,43","13,82"
18/11/2025,224,"14,42","13,85"
18/11/2025,225,"14,42","13,88"
18/11/2025,239,"14,35","13,87"
18/11/2025,240,"14,35","13,89"
18/11/2025,247,"14,32","13,88"
18/11/2025,254,"14,29","13,88"
18/11/2025,255,"14,28","13,90"
18/11/2025,258,"14,28","13,81"
18/11/2025,267,"14,23","13,83"
