Date,Dias Corridos,252(2)(4),360(1)
04/10/2016,1,"14,13","0,00"
04/10/2016,9,"14,03","13,32"
04/10/2016,13,"14,02","12,23"
04/10/2016,15,"14,02","13,31"
04/10/2016,23,"14,01","13,92"
04/10/2016,24,"14,01","14,19"
04/10/2016,27,"14,01","13,30"
04/10/2016,28,"14,01","13,56"
04/10/2016,30,"14,01","13,30"
04/10/2016,34,"13,99","12,87"
04/10/2016,43,"13,96","12,93"
04/10/2016,48,"13,95","12,80"
04/10/2016,51,"13,94","13,23"
04/10/2016,56,"13,93","13,10"
04/10/2016,57,"13,93","13,22"
04/10/2016,58,"13,93","13,34"
04/10/2016,62,"13,90","13,09"
04/10/2016,71,"13,83","13,33"
04/10/2016,72,"13,82","13,41"
04/10/2016,73,"13,81","13,50"
04/10/2016,78,"13,79","13,36"
04/10/2016,85,"13,76","13,39"
04/10/2016,86,"13,75","13,46"
04/10/2016,87,"13,75","13,53"
04/10/2016,90,"13,74","13,28"
04/10/2016,104,"13,64","13,29"
04/10/2016,119,"13,57","13,34"
04/10/2016,120,"13,56","13,39"
04/10/2016,134,"13,47","13,35"
04/10/2016,142,"13,43","13,37"
04/10/2016,143,"13,42","13,41"
04/10/2016,148,"13,42","13,06"
04/10/2016,150,"13,40","13,13"
04/10/2016,154,"13,39","13,02"
04/10/2016,162,"13,36","13,06"
04/10/2016,163,"13,35","13,09"
04/10/2016,164,"13,35","13,12"
04/10/2016,170,"13,33","13,09"
04/10/2016,178,"13,30","13,12"
04/10/2016,181,"13,30","12,99"
04/10/2016,190,"13,24","13,03"
04/10/2016,195,"13,23","12,87"
04/10/2016,205,"13,18","12,84"
04/10/2016,206,"13,17","12,86"
04/10/2016,210,"13,17","12,69"
04/10/2016,223,"13,09","12,63"
04/10/2016,239,"12,99","12,64"
04/10/2016,240,"12,99","12,66"
04/10/2016,253,"12,93","12,61"
04/10/2016,255,"12,92","12,57"
04/10/2016,268,"12,87","12,53"
04/10/2016,272,"12,86","12,47"
04/10/2016,286,"12,78","12,42"
04/10/2016,297,"12,71","12,46"
04/10/2016,300,"12,71","12,38"
04/10/2016,301,"12,70","12,40"
04/10/2016,315,"12,63","12,36"
04/10/2016,316,"12,63","12,37"
04/10/2016,330,"12,57","12,34"
04/10/2016,332,"12,56","12,37"
04/10/2016,335,"12,56","12,30"
04/10/2016,339,"12,54","12,30"
04/10/2016,346,"12,51","12,28"
04/10/2016,352,"12,49","12,26"
04/10/2016,360,"12,47","12,26"
04/10/2016,363,"12,46","12,20"
04/10/2016,377,"12,41","12,12"
04/10/2016,379,"12,40","12,14"
04/10/2016,391,"12,36","12,08"
04/10/2016,392,"12,35","12,09"
04/10/2016,393,"12,35","12,10"
04/10/2016,408,"12,30","12,00"
04/10/2016,420,"12,27","11,96"
04/10/2016,423,"12,25","11,99"
04/10/2016,435,"12,22","11,94"
04/10/2016,441,"12,20","11,92"
04/10/2016,450,"12,18","11,89"
04/10/2016,455,"12,17","11,83"
04/10/2016,468,"12,14","11,80"
04/10/2016,482,"12,11","11,79"
04/10/2016,498,"12,08","11,72"
04/10/2016,499,"12,07","11,73"
04/10/2016,510,"12,05","11,70"
04/10/2016,513,"12,05","11,72"
04/10/2016,527,"12,02","11,71"
04/10/2016,540,"12,00","11,69"
04/10/2016,545,"11,99","11,64"
04/10/2016,559,"11,96","11,63"
04/10/2016,570,"11,94","11,65"
04/10/2016,575,"11,93","11,60"
04/10/2016,588,"11,91","11,58"
04/10/2016,601,"11,89","11,57"
04/10/2016,617,"11,86","11,54"
04/10/2016,630,"11,84","11,53"
04/10/2016,636,"11,83","11,52"
04/10/2016,650,"11,81","11,51"
04/10/2016,660,"11,79","11,52"
04/10/2016,666,"11,78","11,51"
04/10/2016,680,"11,76","11,50"
04/10/2016,692,"11,75","11,48"
04/10/2016,699,"11,74","11,47"
04/10/2016,713,"11,72","11,44"
04/10/2016,716,"11,71","11,46"
04/10/2016,720,"11,71","11,44"
04/10/2016,727,"11,70","11,44"
04/10/2016,741,"11,68","11,40"
04/10/2016,750,"11,66","11,41"
04/10/2016,773,"11,63","11,36"
04/10/2016,780,"11,62","11,35"
