Date,Dias Corridos,252(2)(4),360(1)
17/05/2016,1,"14,13","0,00"
17/05/2016,2,"14,13","20,79"
17/05/2016,3,"14,13","20,79"
17/05/2016,10,"14,14","14,14"
17/05/2016,13,"14,14","12,33"
17/05/2016,14,"14,14","12,91"
17/05/2016,15,"14,14","13,42"
17/05/2016,29,"14,12","13,89"
17/05/2016,30,"14,12","14,12"
17/05/2016,31,"14,12","14,32"
17/05/2016,34,"14,11","13,61"
17/05/2016,35,"14,11","13,81"
17/05/2016,43,"14,11","14,06"
17/05/2016,44,"14,11","14,21"
17/05/2016,45,"14,11","14,35"
17/05/2016,59,"14,10","14,35"
17/05/2016,62,"14,10","13,96"
17/05/2016,63,"14,10","14,06"
17/05/2016,65,"14,10","14,26"
17/05/2016,72,"14,09","14,27"
17/05/2016,73,"14,09","14,36"
17/05/2016,76,"14,09","14,03"
17/05/2016,90,"14,08","14,08"
17/05/2016,92,"14,08","14,22"
17/05/2016,105,"14,08","14,18"
17/05/2016,106,"14,08","14,24"
17/05/2016,107,"14,08","14,30"
17/05/2016,114,"14,05","14,08"
17/05/2016,120,"14,02","14,02"
17/05/2016,121,"14,01","14,06"
17/05/2016,122,"14,01","14,11"
17/05/2016,128,"13,98","14,05"
17/05/2016,136,"13,95","14,08"
17/05/2016,139,"13,95","13,90"
17/05/2016,149,"13,91","13,86"
17/05/2016,150,"13,90","13,90"
17/05/2016,153,"13,90","13,74"
17/05/2016,164,"13,86","13,88"
17/05/2016,167,"13,85","13,74"
17/05/2016,168,"13,85","13,77"
17/05/2016,181,"13,82","13,62"
17/05/2016,183,"13,82","13,57"
17/05/2016,188,"13,81","13,51"
17/05/2016,197,"13,78","13,58"
17/05/2016,198,"13,78","13,61"
17/05/2016,210,"13,73","13,53"
17/05/2016,211,"13,72","13,55"
17/05/2016,212,"13,72","13,58"
17/05/2016,213,"13,71","13,60"
17/05/2016,218,"13,69","13,54"
17/05/2016,225,"13,67","13,53"
17/05/2016,226,"13,66","13,55"
17/05/2016,227,"13,66","13,57"
17/05/2016,230,"13,65","13,47"
17/05/2016,240,"13,61","13,52"
17/05/2016,244,"13,60","13,44"
17/05/2016,259,"13,55","13,44"
17/05/2016,260,"13,54","13,46"
17/05/2016,272,"13,51","13,40"
17/05/2016,274,"13,50","13,44"
17/05/2016,282,"13,48","13,45"
17/05/2016,283,"13,47","13,47"
17/05/2016,288,"13,47","13,29"
17/05/2016,294,"13,45","13,25"
17/05/2016,300,"13,43","13,22"
17/05/2016,302,"13,42","13,25"
17/05/2016,310,"13,38","13,25"
17/05/2016,318,"13,36","13,25"
17/05/2016,321,"13,35","13,18"
17/05/2016,330,"13,32","13,19"
17/05/2016,335,"13,31","13,09"
17/05/2016,345,"13,27","13,07"
17/05/2016,350,"13,26","12,98"
17/05/2016,360,"13,23","13,00"
17/05/2016,363,"13,22","12,94"
