Date,Dias Corridos,252(2)(4),360(1)
05/12/2019,1,"4,90","0,00"
05/12/2019,7,"4,63","4,72"
05/12/2019,8,"4,62","4,95"
05/12/2019,11,"4,61","4,18"
05/12/2019,13,"4,60","4,55"
05/12/2019,14,"4,59","4,69"
05/12/2019,15,"4,59","4,81"
05/12/2019,21,"4,58","4,36"
05/12/2019,22,"4,58","4,46"
05/12/2019,25,"4,58","4,18"
05/12/2019,26,"4,58","4,27"
05/12/2019,28,"4,58","4,20"
05/12/2019,32,"4,57","4,07"
05/12/2019,33,"4,56","4,14"
05/12/2019,41,"4,54","4,26"
05/12/2019,46,"4,53","4,21"
05/12/2019,47,"4,53","4,26"
05/12/2019,56,"4,51","4,37"
05/12/2019,57,"4,51","4,41"
05/12/2019,60,"4,51","4,29"
05/12/2019,69,"4,49","4,37"
05/12/2019,74,"4,48","4,32"
05/12/2019,84,"4,47","4,25"
05/12/2019,85,"4,47","4,28"
05/12/2019,88,"4,47","4,20"
05/12/2019,90,"4,46","4,25"
05/12/2019,99,"4,46","4,30"
05/12/2019,102,"4,45","4,24"
05/12/2019,105,"4,45","4,30"
05/12/2019,106,"4,45","4,32"
05/12/2019,109,"4,45","4,25"
05/12/2019,117,"4,45","4,29"
05/12/2019,118,"4,45","4,30"
05/12/2019,120,"4,44","4,34"
05/12/2019,132,"4,44","4,27"
05/12/2019,146,"4,44","4,25"
05/12/2019,147,"4,44","4,26"
05/12/2019,151,"4,44","4,19"
05/12/2019,160,"4,44","4,24"
05/12/2019,162,"4,44","4,27"
05/12/2019,168,"4,45","4,27"
05/12/2019,176,"4,45","4,29"
05/12/2019,179,"4,45","4,26"
05/12/2019,180,"4,45","4,27"
05/12/2019,195,"4,45","4,26"
05/12/2019,197,"4,45","4,28"
05/12/2019,207,"4,45","4,26"
05/12/2019,208,"4,45","4,27"
05/12/2019,209,"4,45","4,28"
05/12/2019,210,"4,45","4,30"
05/12/2019,223,"4,49","4,34"
05/12/2019,238,"4,54","4,41"
05/12/2019,239,"4,54","4,42"
05/12/2019,242,"4,54","4,40"
05/12/2019,251,"4,54","4,41"
05/12/2019,256,"4,54","4,40"
05/12/2019,267,"4,53","4,44"
05/12/2019,270,"4,53","4,41"
05/12/2019,271,"4,53","4,42"
05/12/2019,285,"4,54","4,41"
05/12/2019,292,"4,54","4,42"
05/12/2019,300,"4,54","4,43"
05/12/2019,301,"4,55","4,44"
05/12/2019,314,"4,57","4,45"
05/12/2019,315,"4,58","4,46"
05/12/2019,329,"4,61","4,50"
05/12/2019,330,"4,61","4,51"
05/12/2019,334,"4,61","4,47"
05/12/2019,335,"4,61","4,48"
05/12/2019,347,"4,63","4,50"
05/12/2019,361,"4,66","4,53"
05/12/2019,362,"4,66","4,54"
05/12/2019,377,"4,68","4,57"
05/12/2019,379,"4,68","4,59"
05/12/2019,390,"4,70","4,57"
05/12/2019,391,"4,70","4,58"
05/12/2019,396,"4,70","4,56"
05/12/2019,407,"4,73","4,61"
05/12/2019,420,"4,76","4,64"
05/12/2019,440,"4,79","4,65"
05/12/2019,452,"4,81","4,67"
05/12/2019,466,"4,84","4,70"
05/12/2019,468,"4,84","4,71"
05/12/2019,480,"4,86","4,73"
05/12/2019,483,"4,87","4,75"
05/12/2019,496,"4,90","4,76"
05/12/2019,497,"4,90","4,77"
05/12/2019,510,"4,92","4,78"
05/12/2019,515,"4,93","4,78"
05/12/2019,529,"4,96","4,82"
05/12/2019,540,"4,98","4,86"
05/12/2019,559,"5,01","4,88"
05/12/2019,571,"5,03","4,90"
05/12/2019,574,"5,04","4,91"
05/12/2019,588,"5,07","4,95"
05/12/2019,600,"5,09","4,97"
05/12/2019,620,"5,13","5,01"
05/12/2019,622,"5,14","5,02"
05/12/2019,630,"5,15","5,04"
05/12/2019,636,"5,16","5,05"
05/12/2019,650,"5,18","5,07"
05/12/2019,657,"5,19","5,08"
05/12/2019,662,"5,20","5,08"
05/12/2019,666,"5,21","5,10"
05/12/2019,678,"5,23","5,11"
05/12/2019,680,"5,23","5,12"
05/12/2019,690,"5,25","5,12"
05/12/2019,712,"5,28","5,14"
05/12/2019,720,"5,29","5,16"
05/12/2019,741,"5,32","5,20"
05/12/2019,747,"5,33","5,21"
05/12/2019,750,"5,34","5,22"
05/12/2019,760,"5,35","5,23"
05/12/2019,774,"5,38","5,26"
05/12/2019,781,"5,39","5,27"
05/12/2019,803,"5,43","5,32"
05/12/2019,810,"5,44","5,33"
05/12/2019,818,"5,45","5,33"
05/12/2019,831,"5,47","5,35"
05/12/2019,840,"5,49","5,37"
05/12/2019,848,"5,50","5,39"
05/12/2019,865,"5,52","5,39"
05/12/2019,872,"5,53","5,39"
05/12/2019,893,"5,55","5,43"
05/12/2019,900,"5,56","5,44"
05/12/2019,930,"5,60","5,48"
05/12/2019,939,"5,61","5,49"
05/12/2019,953,"5,63","5,52"
05/12/2019,960,"5,65","5,53"
05/12/2019,984,"5,68","5,56"
05/12/2019,991,"5,69","5,58"
05/12/2019,1001,"5,71","5,60"
05/12/2019,1015,"5,73","5,61"
05/12/2019,1020,"5,73","5,62"
05/12/2019,1033,"5,75","5,63"
05/12/2019,1047,"5,77","5,65"
05/12/2019,1050,"5,77","5,66"
05/12/2019,1077,"5,80","5,67"
05/12/2019,1082,"5,80","5,67"
05/12/2019,1110,"5,84","5,71"
05/12/2019,1124,"5,85","5,73"
05/12/2019,1138,"5,87","5,75"
05/12/2019,1140,"5,87","5,76"
05/12/2019,1168,"5,90","5,79"
05/12/2019,1170,"5,91","5,80"
05/12/2019,1182,"5,92","5,79"
05/12/2019,1196,"5,93","5,81"
05/12/2019,1201,"5,94","5,81"
05/12/2019,1215,"5,95","5,83"
05/12/2019,1229,"5,96","5,84"
05/12/2019,1257,"5,99","5,86"
05/12/2019,1288,"6,02","5,90"
05/12/2019,1306,"6,04","5,91"
05/12/2019,1320,"6,06","5,93"
05/12/2019,1349,"6,09","5,96"
05/12/2019,1366,"6,10","5,99"
05/12/2019,1397,"6,13","6,01"
05/12/2019,1411,"6,14","6,01"
05/12/2019,1440,"6,16","6,04"
05/12/2019,1442,"6,17","6,04"
05/12/2019,1489,"6,20","6,06"
05/12/2019,1533,"6,24","6,10"
05/12/2019,1579,"6,28","6,14"
05/12/2019,1593,"6,29","6,15"
05/12/2019,1623,"6,31","6,18"
05/12/2019,1670,"6,35","6,21"
05/12/2019,1715,"6,37","6,25"
05/12/2019,1762,"6,40","6,27"
05/12/2019,1771,"6,40","6,28"
05/12/2019,1800,"6,42","6,30"
05/12/2019,1810,"6,42","6,29"
05/12/2019,1855,"6,44","6,31"
05/12/2019,1901,"6,46","6,34"
05/12/2019,1975,"6,50","6,36"
05/12/2019,1988,"6,50","6,37"
05/12/2019,2035,"6,52","6,39"
05/12/2019,2080,"6,55","6,42"
05/12/2019,2160,"6,58","6,46"
05/12/2019,2174,"6,59","6,47"
05/12/2019,2220,"6,61","6,49"
05/12/2019,2267,"6,63","6,51"
05/12/2019,2353,"6,67","6,55"
05/12/2019,2400,"6,69","6,56"
05/12/2019,2447,"6,71","6,59"
05/12/2019,2520,"6,74","6,62"
05/12/2019,2538,"6,75","6,62"
05/12/2019,2587,"6,77","6,64"
05/12/2019,2629,"6,79","6,65"
05/12/2019,2720,"6,82","6,69"
05/12/2019,2765,"6,84","6,71"
05/12/2019,2811,"6,85","6,72"
05/12/2019,2881,"6,87","6,74"
05/12/2019,2903,"6,88","6,75"
05/12/2019,2951,"6,90","6,77"
05/12/2019,2994,"6,91","6,78"
05/12/2019,3084,"6,94","6,80"
05/12/2019,3133,"6,95","6,82"
05/12/2019,3176,"6,96","6,83"
05/12/2019,3240,"6,98","6,85"
05/12/2019,3269,"6,99","6,85"
05/12/2019,3316,"7,00","6,86"
05/12/2019,3360,"7,01","6,87"
05/12/2019,3449,"7,04","6,90"
05/12/2019,3497,"7,05","6,91"
05/12/2019,3527,"7,06","6,93"
05/12/2019,3541,"7,07","6,93"
05/12/2019,3602,"7,08","6,94"
05/12/2019,3634,"7,09","6,95"
05/12/2019,3681,"7,10","6,96"
05/12/2019,3725,"7,10","6,97"
05/12/2019,3770,"7,11","6,97"
05/12/2019,3814,"7,11","6,97"
05/12/2019,3861,"7,12","6,97"
05/12/2019,3906,"7,12","6,98"
05/12/2019,3960,"7,13","6,99"
05/12/2019,4001,"7,13","6,99"
05/12/2019,4046,"7,13","7,00"
05/12/2019,4092,"7,14","7,00"
05/12/2019,4179,"7,14","7,00"
05/12/2019,4271,"7,15","7,01"
05/12/2019,4320,"7,15","7,02"
05/12/2019,4365,"7,16","7,02"
05/12/2019,4456,"7,16","7,03"
05/12/2019,4547,"7,17","7,03"
05/12/2019,4638,"7,17","7,04"
05/12/2019,4680,"7,18","7,04"
05/12/2019,4730,"7,18","7,04"
05/12/2019,4821,"7,18","7,05"
05/12/2019,4911,"7,19","7,05"
05/12/2019,5002,"7,19","7,06"
05/12/2019,5040,"7,20","7,07"
05/12/2019,5095,"7,20","7,07"
05/12/2019,5186,"7,20","7,08"
05/12/2019,5275,"7,21","7,07"
05/12/2019,5367,"7,21","7,08"
05/12/2019,5401,"7,21","7,08"
05/12/2019,5460,"7,22","7,08"
05/12/2019,5551,"7,22","7,08"
05/12/2019,5580,"7,22","7,09"
05/12/2019,5640,"7,22","7,09"
05/12/2019,5732,"7,23","7,09"
05/12/2019,5825,"7,23","7,10"
05/12/2019,5916,"7,23","7,10"
05/12/2019,6006,"7,24","7,10"
05/12/2019,6098,"7,24","7,10"
05/12/2019,6192,"7,24","7,11"
05/12/2019,6285,"7,25","7,11"
05/12/2019,6371,"7,25","7,11"
05/12/2019,6465,"7,25","7,12"
05/12/2019,6556,"7,26","7,12"
