date,pca1,prob_low,prob_medium,prob_high,regime
2006-05-30,-2.392912814941515,0.01,0.32239447362249884,0.6676055263775011,high
2006-05-31,-2.376610183850688,0.01,0.312908534683794,0.677091465316206,high
2006-06-01,-2.2143777521969223,0.01,0.1748456739930252,0.8151543260069748,high
2006-06-02,-2.231058113164539,0.01,0.19239490606022147,0.7976050939397785,high
2006-06-05,-3.147894948995298,0.2432667241061216,0.7,0.2067332758938784,medium
2006-06-06,-3.1554299726323465,0.2442408865916431,0.7,0.20575911340835687,medium
2006-06-07,-3.161761105647901,0.2453578238437541,0.7,0.2046421761562459,medium
2006-06-08,-3.1654729407899658,0.2467491925601526,0.7,0.2032508074398474,medium
2006-06-09,-3.178976104945178,0.2495514548999247,0.7,0.2004485451000753,medium
2006-06-12,-3.0773787283966687,0.23611209247358111,0.7,0.2138879075264189,medium
2006-06-13,-3.1173307133589994,0.24174015259027454,0.7,0.20825984740972545,medium
2006-06-14,-3.2605408938420166,0.2620582001026841,0.7,0.18794179989731585,medium
2006-06-16,-3.342551850692241,0.2737077193860384,0.7,0.17629228061396163,medium
2006-06-19,-3.5106193298709303,0.2980955140574352,0.7,0.15190448594256484,medium
2006-06-20,-3.298588189486382,0.2683424893649451,0.7,0.18165751063505492,medium
2006-06-21,-3.2795432177390316,0.2661366299854193,0.7,0.18386337001458067,medium
2006-06-22,-3.0907977275030327,0.23918222059633326,0.7,0.21081777940366675,medium
2006-06-23,-3.169385009145533,0.25084244422327684,0.7,0.19915755577672317,medium
2006-06-26,-3.630902507667697,0.7466281072881029,0.24337189271189708,0.01,low
2006-06-27,-3.202729515285605,0.25499642007696,0.7,0.19500357992304002,medium
2006-06-28,-2.676620844303908,0.177804598442086,0.7,0.272195401557914,medium
2006-06-29,-2.3141401481636272,0.01,0.24906434245155384,0.7409356575484461,high
2006-06-30,-2.2451549636515673,0.01,0.1930675757980299,0.7969324242019701,high
2006-07-03,-2.206036483690254,0.01,0.16035627375426242,0.8296437262457376,high
2006-07-04,-2.1987156032915807,0.01,0.1548107790276858,0.8351892209723142,high
2006-07-05,-2.1925069827073753,0.01,0.15097408222179565,0.8390259177782043,high
2006-07-06,-2.18634376352468,0.01,0.1490301504357675,0.8409698495642325,high
2006-07-07,-2.241540068627276,0.01,0.20106866934164236,0.7889313306583576,high
2006-07-10,-1.9335959497982482,0.01,8.673617379884035e-18,0.99,high
2006-07-11,-1.965255090215902,0.01,0.017179274167270726,0.9728207258327293,high
2006-07-12,-1.8873012837513665,0.01,8.673617379884035e-18,0.99,high
2006-07-13,-2.0349396840153737,0.01,0.10793593676894987,0.8820640632310501,high
2006-07-14,-2.0581732316915065,0.01,0.12863116039347666,0.8613688396065233,high
2006-07-17,-2.187414153157234,0.01,0.23492275449135058,0.7550772455086494,high
2006-07-18,-2.120944914696448,0.01,0.18676575354334823,0.8032342464566518,high
2006-07-19,-2.1133981555108927,0.01,0.18756045529976073,0.8024395447002393,high
2006-07-20,-2.1282559174275293,0.01,0.2052340316424237,0.7847659683575763,high
2006-07-21,-2.01866720433625,0.01,0.10838227784610345,0.8816177221538966,high
2006-07-24,-2.194068542668795,0.01,0.26873928592598983,0.7212607140740102,high
2006-07-25,-2.2057918058658785,0.01,0.28246436816419407,0.7075356318358059,high
2006-07-26,-2.197818775463125,0.01,0.2783600149223089,0.7116399850776911,high
2006-07-27,-2.1899164539442,0.01,0.2728660193306869,0.7171339806693131,high
2006-07-28,-2.154832050705579,0.01,0.24209147158375555,0.7479085284162444,high
2006-07-31,-2.2077902728750716,0.01,0.30411575683410574,0.6858842431658942,high
2006-08-01,-2.2867784536007316,0.01,0.38802809642600855,0.6019719035739914,high
2006-08-02,-2.25140781429562,0.01,0.3594517578698041,0.6305482421301959,high
2006-08-03,-2.4163650377004733,0.16735612653809304,0.7,0.28264387346190695,medium
2006-08-04,-2.4329032420818457,0.16980100147313668,0.7,0.2801989985268633,medium
2006-08-07,-2.4262204916164567,0.16909916069862657,0.7,0.28090083930137344,medium
2006-08-08,-2.4082829055914647,0.16676347177187098,0.7,0.283236528228129,medium
2006-08-09,-2.4016818832415354,0.16511117499322525,0.7,0.2848888250067747,medium
2006-08-10,-2.4602457058053404,0.17305743429017856,0.7,0.27694256570982145,medium
2006-08-11,-2.5140693884399865,0.18061039623212558,0.7,0.2693896037678744,medium
2006-08-14,-1.9273594816104933,0.01,0.029262459610960974,0.960737540389039,high
2006-08-15,-1.5812544616704836,0.01,8.673617379884035e-18,0.99,high
2006-08-16,-1.6747026762064636,0.01,0.04337967062708948,0.9466203293729105,high
2006-08-17,-1.670032108489887,0.01,0.04208213439736031,0.9479178656026397,high
2006-08-18,-1.7208968143649563,0.01,0.07290218698043828,0.9170978130195617,high
2006-08-21,-1.729466723888367,0.01,0.07871347067873137,0.9112865293212686,high
2006-08-22,-1.7423537129383306,0.01,0.08706274246232228,0.9029372575376777,high
2006-08-23,-1.842044235312477,0.01,0.14763508011055393,0.8423649198894461,high
2006-08-24,-1.9331228321952165,0.01,0.20305452474709607,0.7869454752529039,high
2006-08-25,-1.95302288889283,0.01,0.21540152740011043,0.7745984725998896,high
2006-08-28,-1.9016674255651425,0.01,0.18538560399298443,0.8046143960070156,high
2006-08-29,-1.9229158764083631,0.01,0.19901077852512705,0.7909892214748729,high
2006-08-30,-1.958330309025923,0.01,0.2212500135739136,0.7687499864260864,high
2006-08-31,-1.9710342839357748,0.01,0.22982483287737288,0.7601751671226271,high
2006-09-01,-1.866133066652911,0.01,0.1666521279321469,0.8233478720678531,high
2006-09-04,-1.9340039980323667,0.01,0.21072111651505643,0.7792788834849436,high
2006-09-05,-1.9569973808207843,0.01,0.2273903037824514,0.7626096962175486,high
2006-09-06,-2.0234129014161435,0.01,0.27140032174501494,0.718599678254985,high
2006-09-08,-1.7225185099986002,0.01,0.08028896218346683,0.9097110378165332,high
2006-09-11,-1.8176678882041024,0.01,0.14136370678251475,0.8486362932174852,high
2006-09-12,-2.2601932467649832,0.15791601868053035,0.7,0.29208398131946967,medium
2006-09-13,-2.2856961705320304,0.16169659134969422,0.7,0.2883034086503058,medium
2006-09-14,-2.300790573145324,0.1639874039230515,0.7,0.2860125960769485,medium
2006-09-15,-2.268814575758555,0.15912887092317363,0.7,0.29087112907682633,medium
2006-09-18,-2.332476506748075,0.16862816841922365,0.7,0.28137183158077633,medium
2006-09-19,-2.6532251304138,0.21790960594888525,0.7,0.23209039405111476,medium
2006-09-20,-2.379086773462296,0.17561322804065166,0.7,0.27438677195934835,medium
2006-09-21,-2.3574354537285704,0.17196228480141568,0.7,0.27803771519858433,medium
2006-09-22,-2.6266158740256316,0.21401765894381702,0.7,0.23598234105618293,medium
2006-09-25,-2.7145043819263885,0.2278785376425705,0.7,0.2221214623574295,medium
2006-09-26,-2.716980590719193,0.22822791710369222,0.7,0.2217720828963078,medium
2006-09-27,-2.818089134749274,0.24427341825113097,0.7,0.205726581748869,medium
2006-09-28,-2.231966326805793,0.15039864171479786,0.7,0.2996013582852021,medium
2006-09-29,-2.3534089050538265,0.16963603031767918,0.7,0.2803639696823208,medium
2006-10-02,-2.42644617414449,0.18136915736748327,0.7,0.26863084263251674,medium
2006-10-03,-2.5354483638392984,0.19893064435758062,0.7,0.2510693556424194,medium
2006-10-04,-2.617089040211294,0.21213037134107599,0.7,0.237869628658924,medium
2006-10-05,-2.5989782768205267,0.2092671396138649,0.7,0.2407328603861351,medium
2006-10-06,-2.5521279459804207,0.20172626742233318,0.7,0.24827373257766683,medium
2006-10-09,-2.6128889986885175,0.21164781302145325,0.7,0.2383521869785467,medium
2006-10-10,-2.5186465585739266,0.19635633090352045,0.7,0.2536436690964795,medium
2006-10-11,-2.5831381914899807,0.2069563417272946,0.7,0.24304365827270535,medium
2006-10-13,-2.5270061745856034,0.19781988582279422,0.7,0.25218011417720576,medium
2006-10-16,-2.5151790074441065,0.19588968280357333,0.7,0.2541103171964266,medium
2006-10-17,-2.458406782497704,0.18643737082916512,0.7,0.26356262917083484,medium
2006-10-18,-2.448909897673499,0.184759093246311,0.7,0.26524090675368894,medium
2006-10-19,-2.468016563109292,0.18784468699094933,0.7,0.26215531300905065,medium
2006-10-20,-2.7920017793867578,0.24264953703666764,0.7,0.20735046296333232,medium
2006-10-23,-2.7616464716031994,0.23817658851365825,0.7,0.2118234114863417,medium
2006-10-24,-2.8847372272340808,0.25986574264524076,0.7,0.1901342573547592,medium
2006-10-25,-2.872002029351345,0.25796701093693297,0.7,0.19203298906306704,medium
2006-10-26,-2.9456166483635267,0.27063533231992654,0.7,0.17936466768007342,medium
2006-10-27,-3.0315709939790416,0.2854689605372859,0.7,0.16453103946271413,medium
2006-10-30,-3.0188824222000523,0.28369449953160214,0.7,0.16630550046839784,medium
2006-10-31,-2.9095699573519114,0.2657115595053171,0.7,0.18428844049468288,medium
2006-11-01,-2.971268309726521,0.277556832459703,0.7,0.17244316754029698,medium
2006-11-03,-2.8955492843806554,0.26510890693771455,0.7,0.18489109306228543,medium
2006-11-06,-3.1430096834502157,0.6192880129223003,0.3707119870776997,0.01,low
2006-11-07,-3.224135093992542,0.6604151738133909,0.3295848261866091,0.01,low
2006-11-08,-3.190199427897126,0.6397874826024735,0.35021251739752646,0.01,low
2006-11-09,-3.2501628057988428,0.6663542050819876,0.3236457949180124,0.01,low
2006-11-10,-2.9636690676133233,0.2715541492822484,0.7,0.1784458507177516,medium
2006-11-13,-2.876105123597994,0.2572276558309534,0.7,0.1927723441690466,medium
2006-11-14,-2.4888872505610826,0.18988837080898946,0.7,0.2601116291910105,medium
2006-11-16,-2.6570048773402113,0.21915640687686244,0.7,0.23084359312313757,medium
2006-11-17,-2.6699989166907443,0.22125223009169748,0.7,0.22874776990830253,medium
2006-11-20,-2.68489132991553,0.22369920543521193,0.7,0.22630079456478808,medium
2006-11-21,-2.671455873834222,0.2214792960569434,0.7,0.22852070394305662,medium
2006-11-22,-2.741183582375715,0.23437121088349455,0.7,0.21562878911650543,medium
2006-11-23,-2.7207376789611404,0.23094834241532392,0.7,0.21905165758467607,medium
2006-11-24,-2.628161271403857,0.2139956362683228,0.7,0.23600436373167716,medium
2006-11-27,-2.4680388224151897,0.18417974690469288,0.7,0.2658202530953071,medium
2006-11-28,-2.4554398549839735,0.18192410814916804,0.7,0.2680758918508319,medium
2006-11-29,-2.3995722005651685,0.17134408018134045,0.7,0.27865591981865956,medium
2006-11-30,-2.456441290795539,0.18200216419780368,0.7,0.26799783580219627,medium
2006-12-01,-2.4829195732060447,0.18691506943819147,0.7,0.2630849305618085,medium
2006-12-04,-2.4428292436265133,0.17911220486798812,0.7,0.27088779513201183,medium
2006-12-05,-2.348019668942306,0.1605289384758156,0.7,0.2894710615241844,medium
2006-12-06,-2.3389658560421593,0.15830024275117555,0.7,0.29169975724882446,medium
2006-12-07,-2.2855878251507384,0.01,0.3873188149773753,0.6026811850226247,high
2006-12-08,-2.259373736208955,0.01,0.37403189090146527,0.6159681090985347,high
2006-12-11,-2.2024273111564687,0.01,0.34244713712925645,0.6475528628707435,high
2006-12-12,-2.1408940529829388,0.01,0.3077875501748424,0.6822124498251576,high
2006-12-13,-2.0921802629022648,0.01,0.2801570438297759,0.7098429561702241,high
2006-12-14,-2.1728811933848746,0.01,0.3308629951190878,0.6591370048809122,high
2006-12-15,-2.28856341814935,0.15161869007526774,0.7,0.2983813099247322,medium
2006-12-18,-2.416280666018181,0.17673420679055027,0.7,0.2732657932094497,medium
2006-12-19,-2.4039896432893237,0.1744599732529112,0.7,0.2755400267470888,medium
2006-12-20,-2.4451898442509115,0.18330607084887207,0.7,0.2666939291511279,medium
2006-12-21,-2.4847567291840567,0.19199158814680126,0.7,0.2580084118531987,medium
2006-12-22,-2.5514142720074156,0.20658473069777183,0.7,0.24341526930222815,medium
2006-12-26,-2.564189698545166,0.20985465807873904,0.7,0.24014534192126094,medium
2006-12-27,-2.598855632467426,0.21795683041418418,0.7,0.23204316958581578,medium
2006-12-28,-2.589636054678122,0.21642067724161035,0.7,0.2335793227583896,medium
2006-12-29,-2.5810290050675864,0.21468081451060872,0.7,0.2353191854893913,medium
2007-01-31,-2.58131346716669,0.2148938764383354,0.7,0.23510612356166455,medium
2007-02-01,-2.6172597057173217,0.22303230263595092,0.7,0.22696769736404904,medium
2007-02-02,-2.6959060427177843,0.2411811610558861,0.7,0.20881883894411388,medium
2007-02-05,-2.568024270986862,0.21293438459472666,0.7,0.23706561540527332,medium
2007-02-06,-2.860624947712378,0.28018043784704993,0.7,0.16981956215295002,medium
2007-02-07,-3.0021489623663435,0.6193506972649025,0.37064930273509744,0.01,low
2007-02-08,-3.046801790091755,0.6367860260433114,0.35321397395668863,0.01,low
2007-02-09,-3.0902341517569893,0.6535455245307104,0.33645447546928964,0.01,low
2007-02-12,-3.1842495393257404,0.6917395204238769,0.2982604795761231,0.01,low
2007-02-13,-3.489857065126987,0.8362354823796458,0.15376451762035415,0.01,low
2007-02-14,-3.5226059811160075,0.8505333269263622,0.1394666730736378,0.01,low
2007-02-15,-3.0934414538388353,0.6367634418574647,0.3532365581425353,0.01,low
2007-02-16,-2.96136830524945,0.2887380577773102,0.7,0.1612619422226898,medium
2007-02-21,-2.9475402961031394,0.2867429120621954,0.7,0.16325708793780458,medium
2007-02-22,-2.9219904239798216,0.2821600429615656,0.7,0.1678399570384344,medium
2007-02-23,-2.968637430476322,0.2929854860225599,0.7,0.15701451397744007,medium
2007-02-26,-2.911933961996767,0.28092723022819066,0.7,0.1690727697718093,medium
2007-02-27,-2.7044024744126918,0.23516356440154645,0.7,0.21483643559845356,medium
2007-02-28,-2.7647469441522197,0.24899827977127328,0.7,0.2010017202287267,medium
2007-03-01,-2.813666080920688,0.2610092807202107,0.7,0.18899071927978928,medium
2007-03-02,-2.8739670520719134,0.27597294098851655,0.7,0.17402705901148346,medium
2007-03-05,-2.9955461419159604,0.6005744173310265,0.38942558266897354,0.01,low
2007-03-06,-3.198470987135359,0.697390563400176,0.29260943659982397,0.01,low
2007-03-07,-3.252842209620273,0.7224412514874519,0.26755874851254813,0.01,low
2007-03-08,-2.952706574579044,0.29017364198621154,0.7,0.15982635801378842,medium
2007-03-09,-2.8851050032867187,0.27505221530717183,0.7,0.17494778469282818,medium
2007-03-12,-2.8986826429451678,0.2781837760745829,0.7,0.17181622392541707,medium
2007-03-13,-2.732702258890213,0.24058450338258208,0.7,0.20941549661741787,medium
2007-03-14,-2.9098785348183216,0.28126585008508775,0.7,0.1687341499149122,medium
2007-03-15,-2.8950442818585786,0.2791928138391875,0.7,0.1708071861608125,medium
2007-03-16,-3.2893300758026607,0.7410685915595963,0.24893140844040373,0.01,low
2007-03-19,-3.219746614887658,0.7074572201099618,0.2825427798900382,0.01,low
2007-03-20,-3.1467935423808213,0.6706675846171257,0.31933241538287427,0.01,low
2007-03-21,-3.2000045874135066,0.6931056472279055,0.2968943527720945,0.01,low
2007-03-22,-3.2319380124218124,0.7045910383506668,0.28540896164933316,0.01,low
2007-03-23,-3.132646124604182,0.6517366234413939,0.33826337655860605,0.01,low
2007-03-26,-3.1648238871444327,0.6635394287774865,0.3264605712225135,0.01,low
2007-03-27,-3.2579663259628155,0.7076428606421308,0.2823571393578692,0.01,low
2007-03-28,-3.2873310499746315,0.7220185552311138,0.2679814447688862,0.01,low
2007-03-29,-3.1969848522536024,0.6692738666985876,0.3207261333014124,0.01,low
2007-03-30,-3.1596974738128307,0.6447297591510528,0.3452702408489472,0.01,low
2007-04-02,-3.052526570612888,0.2954503833676595,0.7,0.15454961663234051,medium
2007-04-03,-3.0659619650404557,0.2987655152691873,0.7,0.15123448473081266,medium
2007-04-04,-3.0536781279470295,0.29670847885492946,0.7,0.1532915211450705,medium
2007-04-05,-3.0914993883402357,0.6088990669256963,0.3811009330743037,0.01,low
2007-04-09,-3.056511794776,0.29658516074413305,0.7,0.15341483925586694,medium
2007-04-10,-3.083225713619655,0.6038922131104735,0.3861077868895265,0.01,low
2007-04-11,-3.1319113447394304,0.6284011406533682,0.36159885934663183,0.01,low
2007-04-12,-3.196333167259703,0.6608409244430906,0.3291590755569094,0.01,low
2007-04-13,-3.2422765499448025,0.6833981784331435,0.30660182156685645,0.01,low
2007-04-16,-3.1500741453063,0.6322672252630709,0.3577327747369291,0.01,low
2007-04-17,-2.7881537523040296,0.23628325494237848,0.7,0.2137167450576215,medium
2007-04-18,-2.80633560335182,0.2403437240025818,0.7,0.20965627599741818,medium
2007-04-19,-2.774672690719077,0.23384309461706915,0.7,0.2161569053829308,medium
2007-04-20,-2.8058624105145884,0.24069867887318874,0.7,0.20930132112681124,medium
2007-04-23,-2.7651758205756694,0.23198829172390828,0.7,0.21801170827609168,medium
2007-04-24,-2.7689084504126322,0.23264497300828807,0.7,0.21735502699171189,medium
2007-04-25,-2.754452203293972,0.2293467789430929,0.7,0.22065322105690705,medium
2007-04-26,-2.7230842061673113,0.22231313840105424,0.7,0.22768686159894574,medium
2007-04-27,-2.690296636599254,0.2149553724442153,0.7,0.23504462755578465,medium
2007-04-30,-2.547482640852293,0.18318348877905005,0.7,0.26681651122094996,medium
2007-05-02,-2.5519135760662186,0.18386820919496386,0.7,0.26613179080503613,medium
2007-05-03,-2.4998975093861144,0.17238872366570468,0.7,0.2776112763342953,medium
2007-05-04,-2.519227332486721,0.1768004797638146,0.7,0.2731995202361854,medium
2007-05-07,-2.4165438373754387,0.1538162951265554,0.7,0.2961837048734446,medium
2007-05-08,-2.3801077553245036,0.01,0.3804978229908733,0.6095021770091267,high
2007-05-09,-2.428168493436434,0.15648648375436294,0.7,0.29351351624563704,medium
2007-05-10,-2.491378327596506,0.1709035408407958,0.7,0.2790964591592042,medium
2007-05-11,-2.437106937952429,0.15852882515356606,0.7,0.2914711748464339,medium
2007-05-14,-2.4101867870475466,0.15223792251230645,0.7,0.29776207748769357,medium
2007-05-15,-3.311431995421186,0.7308232263807048,0.25917677361929514,0.01,low
2007-05-16,-3.4378096666982274,0.7946462885652448,0.19535371143475522,0.01,low
2007-05-17,-3.0164164087391434,0.28939608547843143,0.7,0.16060391452156858,medium
2007-05-18,-3.053564853470223,0.29846468198931997,0.7,0.15153531801068004,medium
2007-05-21,-2.849607593187548,0.25230620600859655,0.7,0.19769379399140347,medium
2007-05-22,-2.979430036260524,0.28237245713658665,0.7,0.16762754286341333,medium
2007-05-23,-2.9577901044806754,0.2775090366531504,0.7,0.1724909633468496,medium
2007-05-24,-2.860701312697538,0.25511663196611445,0.7,0.19488336803388553,medium
2007-05-25,-2.9288666467678106,0.2709854580850791,0.7,0.17901454191492083,medium
2007-05-28,-2.684574657960657,0.21411784390785132,0.7,0.23588215609214866,medium
2007-05-29,-2.6418938778258445,0.2041036372755151,0.7,0.2458963627244849,medium
2007-05-30,-2.5574354248839732,0.18433037664447938,0.7,0.26566962335552063,medium
2007-05-31,-2.6262206965381285,0.20010766801645366,0.7,0.24989233198354632,medium
2007-06-01,-2.7083392678891665,0.21911999524812853,0.7,0.23088000475187145,medium
2007-06-04,-2.609209239428207,0.19557717704622848,0.7,0.2544228229537715,medium
2007-06-05,-2.7057197285745254,0.2183040781805729,0.7,0.23169592181942708,medium
2007-06-06,-2.693517648288224,0.21551977841451525,0.7,0.2344802215854847,medium
2007-06-08,-2.604046719114271,0.19443472903632297,0.7,0.255565270963677,medium
2007-06-11,-2.7260543766695147,0.22341713605538455,0.7,0.2265828639446154,medium
2007-06-12,-2.6864050867369302,0.21408671522503442,0.7,0.23591328477496556,medium
2007-06-13,-2.7483357950100826,0.2288768862702228,0.7,0.22112311372977717,medium
2007-06-14,-2.764690710015875,0.2328582928826256,0.7,0.21714170711737435,medium
2007-06-15,-2.7818556308283067,0.23728745819384878,0.7,0.21271254180615118,medium
2007-06-18,-2.785298418878305,0.2384790459054042,0.7,0.21152095409459581,medium
2007-06-19,-3.283203758155605,0.7206290983618501,0.2693709016381499,0.01,low
2007-06-20,-3.3228763542011968,0.7403069742034969,0.2496930257965031,0.01,low
2007-06-21,-3.339457309514952,0.748118024936981,0.241881975063019,0.01,low
2007-06-22,-3.321062344562366,0.7380682223490311,0.25193177765096886,0.01,low
2007-06-25,-3.309202988687653,0.7317151624395524,0.2582848375604476,0.01,low
2007-06-26,-3.323045503602897,0.7387867138211859,0.2512132861788141,0.01,low
2007-06-27,-3.311404172145276,0.7324812416550552,0.25751875834494475,0.01,low
2007-06-28,-3.299853233020362,0.7258227466203018,0.2641772533796982,0.01,low
2007-06-29,-3.2813957126109066,0.7138320096257473,0.27616799037425266,0.01,low
2007-07-02,-3.2644226636133324,0.7025727558174528,0.28742724418254717,0.01,low
2007-07-03,-3.1515767368540892,0.6407104499313258,0.34928955006867424,0.01,low
2007-07-04,-3.140704168061147,0.6339411398360817,0.3560588601639183,0.01,low
2007-07-05,-3.129911606733726,0.6264650309409205,0.36353496905907945,0.01,low
2007-07-06,-3.119198130185578,0.6185493850337727,0.37145061496622733,0.01,low
2007-07-09,-2.9489680977328243,0.26891148426443523,0.7,0.18108851573556473,medium
2007-07-10,-2.9316958800713397,0.2651146797623732,0.7,0.18488532023762677,medium
2007-07-11,-2.9623665873704557,0.27254803835460817,0.7,0.17745196164539181,medium
2007-07-12,-3.0323383643025967,0.28935300692968824,0.7,0.16064699307031172,medium
2007-07-13,-2.918224990078682,0.26249484633093867,0.7,0.18750515366906134,medium
2007-07-16,-3.142872310186642,0.6336648208221449,0.35633517917785507,0.01,low
2007-07-17,-3.0683320716604503,0.29771772669959257,0.7,0.15228227330040742,medium
2007-07-18,-3.1126121053313107,0.6163387650599693,0.3736612349400307,0.01,low
2007-07-19,-3.0950516081215964,0.6044777345766039,0.38552226542339607,0.01,low
2007-07-20,-3.15055587741545,0.6325557184546673,0.3574442815453327,0.01,low
2007-07-23,-3.1251097039518667,0.6185932769148805,0.37140672308511946,0.01,low
2007-07-24,-3.083810581212101,0.2984208201541657,0.7,0.15157917984583424,medium
2007-07-25,-3.0047525508848962,0.27998182609651723,0.7,0.17001817390348278,medium
2007-07-26,-2.9800309925156796,0.27422450810888466,0.7,0.1757754918911153,medium
2007-07-27,-3.067921613612605,0.2952029619960052,0.7,0.15479703800399475,medium
2007-07-30,-3.0591485941088625,0.29355269186238464,0.7,0.15644730813761532,medium
