date,median_forecast,std_forecast
2025-12-26,4.0022,0.2804
2025-12-29,3.9307,0.4068
2025-12-30,3.9282,0.4148
2025-12-31,3.9503,0.4281
2026-01-02,3.9476,0.4166
2026-01-05,3.9906,0.3969
2026-01-06,3.9806,0.3135
2026-01-07,3.9779,0.3296
2026-01-08,3.9902,0.3325
2026-01-09,4.0042,0.329
2026-01-12,4.0168,0.3189
2026-01-13,4.0093,0.3154
2026-01-14,4.0214,0.3069
2026-01-15,4.0172,0.3015
2026-01-16,4.041,0.2577
2026-01-19,4.0327,0.2962
2026-01-20,4.0292,0.3034
2026-01-21,4.0251,0.2963
2026-01-22,4.0202,0.3124
2026-01-23,3.9837,0.2866
2026-01-26,3.9899,0.2838
2026-01-27,4.0182,0.2822
2026-01-28,4.0126,0.2847
2026-01-29,4.0183,0.2819
2026-01-30,3.9471,0.2568
2026-02-02,3.95,0.2722
2026-02-03,3.9491,0.2755
2026-02-04,3.9515,0.283
2026-02-05,3.9538,0.29
2026-02-06,3.9761,0.2562
2026-02-09,3.9494,0.2396
2026-02-10,3.9505,0.2287
2026-02-11,3.9399,0.2321
2026-02-12,3.9372,0.2255
2026-02-13,3.9326,0.2737
2026-02-18,3.9046,0.2726
2026-02-19,3.949,0.2839
2026-02-20,3.9567,0.2695
2026-02-23,3.9597,0.266
2026-02-24,3.9598,0.2675
2026-02-25,3.9616,0.2761
2026-02-26,3.964,0.2802
2026-02-27,3.9464,0.3132
2026-03-02,3.9262,0.3251
2026-03-03,3.9274,0.3299
2026-03-04,3.9285,0.3221
2026-03-05,3.9332,0.3296
2026-03-06,3.9409,0.3458
