date,EPU
1996-12-31,50.509429931640625
1997-01-31,45.348419189453125
1997-02-28,58.59738540649414
1997-03-31,52.28419876098633
1997-04-30,56.69753646850586
1997-05-31,42.34241485595703
1997-06-30,72.25654602050781
1997-07-31,42.38841247558594
1997-08-31,38.200408935546875
1997-09-30,72.29671478271484
1997-10-31,38.866310119628906
1997-11-30,123.92131805419922
1997-12-31,127.45602416992188
1998-01-31,91.31593322753906
1998-02-28,53.304012298583984
1998-03-31,53.72603988647461
1998-04-30,37.662681579589844
1998-05-31,43.40617752075195
1998-06-30,92.3095474243164
1998-07-31,40.217002868652344
1998-08-31,114.55647277832031
1998-09-30,170.30081176757812
1998-10-31,71.36449432373047
1998-11-30,110.05086517333984
1998-12-31,98.40010833740234
1999-01-31,189.15858459472656
1999-02-28,128.01707458496094
1999-03-31,75.83777618408203
1999-04-30,65.80963897705078
1999-05-31,52.723793029785156
1999-06-30,71.0073471069336
1999-07-31,80.2437744140625
1999-08-31,35.25665283203125
1999-09-30,62.94440460205078
1999-10-31,96.94046020507812
1999-11-30,52.28419876098633
1999-12-31,49.519832611083984
2000-01-31,54.60319900512695
2000-02-29,41.26398468017578
2000-03-31,73.60725402832031
2000-04-30,96.34906005859375
2000-05-31,189.96852111816406
2000-06-30,106.87265014648438
2000-07-31,54.11724853515625
2000-08-31,99.4903335571289
2000-09-30,103.9327392578125
2000-10-31,113.8622817993164
2000-11-30,73.12444305419922
2000-12-31,85.99126434326172
2001-01-31,81.49234771728516
2001-02-28,96.22920227050781
2001-03-31,70.21607971191406
2001-04-30,112.87908172607422
2001-05-31,61.965476989746094
2001-06-30,81.89142608642578
2001-07-31,121.69317626953125
2001-08-31,146.82933044433594
2001-09-30,136.9972686767578
2001-10-31,145.02423095703125
2001-11-30,88.78569030761719
2001-12-31,133.19180297851562
2002-01-31,97.4701919555664
2002-02-28,78.3807373046875
2002-03-31,100.64716339111328
2002-04-30,100.32747650146484
2002-05-31,139.57948303222656
2002-06-30,163.80960083007812
2002-07-31,107.62496948242188
2002-08-31,172.3941192626953
2002-09-30,154.32513427734375
2002-10-31,128.6572723388672
2002-11-30,112.78749084472656
2002-12-31,128.03456115722656
2003-01-31,88.15092468261719
2003-02-28,120.28104400634766
2003-03-31,133.688720703125
2003-04-30,96.79193115234375
2003-05-31,85.23052978515625
2003-06-30,56.87833023071289
2003-07-31,89.6153793334961
2003-08-31,136.32252502441406
2003-09-30,54.8719596862793
2003-10-31,125.5422592163086
2003-11-30,223.95843505859375
2003-12-31,84.5981216430664
2004-01-31,134.20730590820312
2004-02-29,255.6013946533203
2004-03-31,89.18522644042969
2004-04-30,110.46188354492188
2004-05-31,125.35404968261719
2004-06-30,136.05679321289062
2004-07-31,52.62700271606445
2004-08-31,61.805419921875
2004-09-30,103.22364044189453
2004-10-31,137.2549591064453
2004-11-30,138.59397888183594
2004-12-31,46.25790023803711
2005-01-31,120.5707015991211
2005-02-28,96.10476684570312
2005-03-31,133.31124877929688
2005-04-30,118.14848327636719
2005-05-31,136.54078674316406
2005-06-30,136.44248962402344
2005-07-31,88.5412826538086
2005-08-31,155.48330688476562
2005-09-30,90.69683837890625
2005-10-31,61.16956329345703
2005-11-30,152.59829711914062
2005-12-31,153.88555908203125
2006-01-31,140.0521697998047
2006-02-28,41.44294738769531
2006-03-31,126.20550537109375
2006-04-30,80.2667007446289
2006-05-31,95.0802001953125
2006-06-30,142.3168487548828
2006-07-31,75.04366302490234
2006-08-31,82.94757080078125
2006-09-30,101.04066467285156
2006-10-31,113.52497863769531
2006-11-30,84.5838623046875
2006-12-31,78.50811767578125
2007-01-31,149.8407745361328
2007-02-28,91.71240997314453
2007-03-31,86.2860107421875
2007-04-30,105.5030288696289
2007-05-31,97.57683563232422
2007-06-30,84.20055389404297
2007-07-31,55.86046600341797
2007-08-31,181.67359924316406
2007-09-30,127.35894775390625
2007-10-31,81.97171020507812
2007-11-30,111.00579071044922
2007-12-31,189.9762725830078
2008-01-31,224.3992156982422
2008-02-29,175.4080047607422
2008-03-31,151.29635620117188
2008-04-30,123.32027435302734
2008-05-31,76.77790832519531
2008-06-30,82.63455200195312
2008-07-31,58.23661804199219
2008-08-31,109.43867492675781
2008-09-30,261.7321472167969
2008-10-31,303.30078125
2008-11-30,201.23020935058594
2008-12-31,320.688720703125
2009-01-31,123.76258087158203
2009-02-28,240.21484375
2009-03-31,206.92626953125
2009-04-30,142.1278533935547
2009-05-31,163.94342041015625
2009-06-30,125.38822937011719
2009-07-31,158.04360961914062
2009-08-31,97.79081726074219
2009-09-30,109.65396118164062
2009-10-31,49.11080551147461
2009-11-30,82.64693450927734
2009-12-31,77.75521087646484
2010-01-31,165.15782165527344
2010-02-28,196.01148986816406
2010-03-31,105.37007141113281
2010-04-30,55.74076461791992
2010-05-31,110.4771957397461
2010-06-30,52.2569694519043
2010-07-31,70.36705780029297
2010-08-31,84.71240997314453
2010-09-30,84.33953857421875
2010-10-31,22.296306610107422
2010-11-30,88.01173400878906
2010-12-31,78.5772933959961
2011-01-31,26.863019943237305
2011-02-28,111.60553741455078
2011-03-31,173.9181365966797
2011-04-30,170.58380126953125
2011-05-31,79.12103271484375
2011-06-30,107.71162414550781
2011-07-31,123.59371185302734
2011-08-31,205.83738708496094
2011-09-30,190.21328735351562
2011-10-31,116.61248016357422
2011-11-30,146.25857543945312
2011-12-31,154.29969787597656
2012-01-31,130.60597229003906
2012-02-29,96.60444641113281
2012-03-31,175.36419677734375
2012-04-30,66.50650787353516
2012-05-31,156.2056884765625
2012-06-30,176.1161651611328
2012-07-31,141.0108642578125
2012-08-31,99.74259948730469
2012-09-30,85.04138946533203
2012-10-31,104.04942321777344
2012-11-30,102.34886169433594
2012-12-31,76.76616668701172
2013-01-31,164.3462371826172
2013-02-28,69.93822479248047
2013-03-31,205.75450134277344
2013-04-30,130.49676513671875
2013-05-31,145.15823364257812
2013-06-30,131.4640655517578
2013-07-31,162.3981170654297
2013-08-31,187.28897094726562
2013-09-30,126.58081817626953
2013-10-31,108.80329132080078
2013-11-30,106.08869171142578
2013-12-31,116.3469467163086
2014-01-31,136.64743041992188
2014-02-28,170.01541137695312
2014-03-31,251.1715545654297
2014-04-30,150.52359008789062
2014-05-31,97.17090606689453
2014-06-30,76.95014953613281
2014-07-31,114.607177734375
2014-08-31,168.4329071044922
2014-09-30,198.71929931640625
2014-10-31,91.75434112548828
2014-11-30,142.0146942138672
2014-12-31,185.60922241210938
2015-01-31,193.99337768554688
2015-02-28,302.9389343261719
2015-03-31,317.2683410644531
2015-04-30,211.51629638671875
2015-05-31,146.36524963378906
2015-06-30,101.2318115234375
2015-07-31,182.97085571289062
2015-08-31,291.7728271484375
2015-09-30,457.09967041015625
2015-10-31,297.0511169433594
2015-11-30,164.9832305908203
2015-12-31,330.6095275878906
2016-01-31,306.6892395019531
2016-02-29,224.2444610595703
2016-03-31,420.95892333984375
2016-04-30,473.5259094238281
2016-05-31,221.30328369140625
2016-06-30,294.4795227050781
2016-07-31,326.6337890625
2016-08-31,251.6847381591797
2016-09-30,250.02455139160156
2016-10-31,149.36624145507812
2016-11-30,365.7530822753906
2016-12-31,422.5247802734375
2017-01-31,330.928466796875
2017-02-28,371.6051330566406
2017-03-31,676.9550170898438
2017-04-30,550.1685791015625
2017-05-31,407.8592529296875
2017-06-30,230.9700164794922
2017-07-31,267.19940185546875
2017-08-31,309.6709289550781
2017-09-30,326.51495361328125
2017-10-31,190.5667266845703
2017-11-30,279.8699645996094
2017-12-31,215.572021484375
2018-01-31,165.00503540039062
2018-02-28,68.46357727050781
2018-03-31,101.2052993774414
2018-04-30,152.25094604492188
2018-05-31,179.8089141845703
2018-06-30,152.19320678710938
2018-07-31,182.8765411376953
2018-08-31,129.4791259765625
2018-09-30,130.2354278564453
2018-10-31,260.16693115234375
2018-11-30,177.4669952392578
2018-12-31,281.9073181152344
2019-01-31,127.06861877441406
2019-02-28,154.83546447753906
2019-03-31,158.12982177734375
2019-04-30,164.66990661621094
2019-05-31,184.26698303222656
2019-06-30,146.99160766601562
2019-07-31,79.8370361328125
2019-08-31,161.17811584472656
2019-09-30,187.5530548095703
2019-10-31,178.19937133789062
2019-11-30,171.05238342285156
2019-12-31,183.18560791015625
2020-01-31,130.71536254882812
2020-02-29,232.25318908691406
2020-03-31,368.89984130859375
2020-04-30,312.1482849121094
2020-05-31,308.7680969238281
2020-06-30,115.94078826904297
2020-07-31,170.98394775390625
2020-08-31,263.135009765625
2020-09-30,227.6854248046875
2020-10-31,345.43572998046875
2020-11-30,265.04974365234375
2020-12-31,324.88372802734375
2021-01-31,204.1461181640625
2021-02-28,201.5782470703125
2021-03-31,184.3842010498047
2021-04-30,143.50604248046875
2021-05-31,115.9755859375
2021-06-30,200.03585815429688
2021-07-31,62.59100341796875
2021-08-31,194.31900024414062
2021-09-30,282.2317199707031
2021-10-31,260.65826416015625
2021-11-30,266.7349548339844
2021-12-31,147.2243194580078
2022-01-31,201.1039276123047
2022-02-28,158.1888885498047
2022-03-31,216.10723876953125
2022-04-30,109.70930480957031
2022-05-31,139.8118133544922
2022-06-30,188.67367553710938
2022-07-31,228.89744567871094
2022-08-31,172.89785766601562
2022-09-30,206.03848266601562
2022-10-31,197.0118408203125
2022-11-30,236.8797607421875
2022-12-31,293.999755859375
2023-01-31,255.69158935546875
2023-02-28,194.12205505371094
2023-03-31,232.25318908691406
2023-04-30,204.02914428710938
2023-05-31,137.80165100097656
2023-06-30,169.26112365722656
2023-07-31,133.688720703125
2023-08-31,146.8618927001953
2023-09-30,172.95130920410156
2023-10-31,207.47183227539062
2023-11-30,237.3477783203125
2023-12-31,169.6457977294922
2024-01-31,143.90174865722656
2024-02-29,113.66744232177734
2024-03-31,103.41514587402344
2024-04-30,166.3903350830078
2024-05-31,128.50897216796875
2024-06-30,237.60464477539062
2024-07-31,250.15994262695312
2024-08-31,153.32704162597656
2024-09-30,112.34060668945312
2024-10-31,143.76983642578125
2024-11-30,360.288330078125
2024-12-31,332.2041320800781
2025-01-31,332.896240234375
2025-02-28,415.307373046875
2025-03-31,592.9868774414062
2025-04-30,891.5575561523438
2025-05-31,491.6266174316406
2025-06-30,370.891845703125
2025-07-31,547.8033447265625
2025-08-31,365.7352600097656
2025-09-30,309.8580322265625
2025-10-31,363.11126708984375
2025-11-30,180.93133544921875
2025-12-31,223.73455810546875
2026-01-31,411.0675964355469
2026-02-28,327.45880126953125
