date,1y1y,3y3y
2012-01-02,0.1030563287662094,0.11273296273045896
2012-01-03,0.10368083570774922,0.11283320364103577
2012-01-04,0.1051043540922596,0.11392291195023008
2012-01-05,0.10541218238125971,0.11494408382631138
2012-01-06,0.10431594518479859,0.11555748890628825
2012-01-09,0.10465846827326941,0.11592082617734789
2012-01-10,0.10393762472985313,0.11564263834082467
2012-01-11,0.10402850096013982,0.11631946587221376
2012-01-12,0.1047347290394034,0.11688319981410378
2012-01-13,0.1039255810195241,0.11641386862568748
2012-01-16,0.10383796123520206,0.11571324324184218
2012-01-17,0.10466370736494013,0.11581665846979416
2012-01-18,0.10408075305619402,0.11570980439778289
2012-01-19,0.10319547961243791,0.11623163868526865
2012-01-20,0.10251982310488938,0.11586410749297182
2012-01-23,0.10303977068644143,0.11653044619422581
2012-01-24,0.10316376313721265,0.11700048235889238
2012-01-26,0.10073533916430777,0.11545975053411595
2012-01-27,0.09925020540646146,0.11566236413717501
2012-01-30,0.09793462954933818,0.11518957715353584
2012-01-31,0.09805826141652241,0.115872643007352
2012-02-01,0.09736905207863078,0.11579412563355929
2012-02-02,0.09703388426970472,0.11511393908490675
2012-02-03,0.0979468094094289,0.11475262069900727
2012-02-06,0.09828761481222004,0.11572647698296601
2012-02-07,0.09771193479780127,0.11553478645904036
2012-02-08,0.09636539285764845,0.11644872786892124
2012-02-09,0.0951218622669665,0.11736542347639634
2012-02-10,0.09465027662201098,0.11543146182358344
2012-02-13,0.09518793211816412,0.1146687459529463
2012-02-14,0.09502903796485707,0.1130399662015158
2012-02-15,0.0951633039113684,0.11356038955581416
2012-02-16,0.09515963284095763,0.11314297957741082
2012-02-17,0.09419827062902675,0.11278098329895392
2012-02-22,0.0946868075001166,0.11265521595926753
2012-02-23,0.09494025562327635,0.11444535218112017
2012-02-24,0.09618361433166167,0.11618449348664561
2012-02-27,0.0972247738775378,0.11565630457781251
2012-02-28,0.09637724762030198,0.11489454171291613
2012-02-29,0.09585620036749165,0.1152858653437836
2012-03-01,0.09519729963493129,0.11588950111299301
2012-03-02,0.09430959330114286,0.11571045948485637
2012-03-05,0.09478396691790003,0.11465730600724444
2012-03-06,0.09503069886883497,0.11391585843300711
2012-03-07,0.09440181096492983,0.1138023312352121
2012-03-08,0.09187053355804231,0.1137035041953196
2012-03-09,0.09094191601215296,0.11232866412738196
2012-03-12,0.09170944715990226,0.11408874319545714
2012-03-13,0.09279937749754885,0.11518258372011503
2012-03-14,0.09336690413911874,0.11744662753791912
2012-03-15,0.09486397698789428,0.1141598785566258
2012-03-16,0.095707985410167,0.11568408808806985
2012-03-19,0.09746272993119276,0.11652686529115042
2012-03-20,0.097012225841975,0.11672748144443945
2012-03-21,0.0965427686853888,0.11601918541257139
2012-03-22,0.09595329281179965,0.11500778603166695
2012-03-23,0.09528848475945662,0.11439795620214488
2012-03-26,0.09551381700364181,0.11458280200312543
2012-03-27,0.09505548778363071,0.1135902853899915
2012-03-28,0.09466709613442292,0.1131003110517157
2012-03-29,0.09532286643632859,0.11316937177712671
2012-03-30,0.09523589073091654,0.11355404496891697
2012-04-02,0.09418381126613751,0.11271254016945464
2012-04-03,0.09453113379434197,0.11403100917535158
2012-04-04,0.09409856746534473,0.1143514498408742
2012-04-05,0.09242023251143516,0.11294116299955692
2012-04-09,0.09173349822313259,0.11097261763809141
2012-04-10,0.09148421228844739,0.1098557105300737
2012-04-11,0.09222602851623596,0.10996919520031478
2012-04-12,0.09116437283768875,0.11047668307568692
2012-04-13,0.09080332106715727,0.11014316132137703
2012-04-16,0.09116379072762393,0.1094188632258688
2012-04-17,0.09066360761939851,0.10973248947059289
2012-04-18,0.0908858412800293,0.10894345468944366
2012-04-19,0.08920576461907381,0.1090604931715029
2012-04-20,0.08892118636896917,0.10931052750178605
2012-04-23,0.0898595465197718,0.1085999515472047
2012-04-24,0.08869352341969017,0.10795691485805947
2012-04-25,0.08820406826568261,0.10696373078255594
2012-04-26,0.08811543101189212,0.10761241690405621
2012-04-27,0.08722492896730127,0.10743894388155506
2012-04-30,0.08747148115656533,0.10848225691810409
2012-05-02,0.08495876096532617,0.10688159556091281
2012-05-03,0.08476463874456175,0.10698623846497823
2012-05-04,0.08223746896691497,0.10349875955246257
2012-05-07,0.08202119619381198,0.10134336541417155
2012-05-08,0.08393271165648808,0.10444185730530076
2012-05-09,0.08612256847750066,0.10766377012633432
2012-05-10,0.0850630629251703,0.10428386829845193
2012-05-11,0.08539692015622213,0.10541806774583518
2012-05-14,0.08410579186358991,0.10606176922367316
2012-05-15,0.08385366268322669,0.1056539343173053
2012-05-16,0.0824153072016982,0.1059499640866175
2012-05-17,0.08206413057596662,0.10377326572023371
2012-05-18,0.08060247627887773,0.10331844827965275
2012-05-21,0.08226682294996368,0.10479077280540094
2012-05-22,0.08574222554762656,0.10816351108335587
2012-05-23,0.08456509365960163,0.10626509489983804
2012-05-24,0.08819833197064919,0.1081037695396283
2012-05-25,0.08663754845144278,0.10622312603452344
2012-05-28,0.08656480956094526,0.10511970288154915
2012-05-29,0.0845340341638332,0.10327255176830752
2012-05-30,0.08426216531443975,0.10358883878569225
2012-05-31,0.08320389444907828,0.10621860568358632
2012-06-01,0.08263691892504355,0.10775061073714687
2012-06-04,0.0854854762069217,0.11163039072057845
2012-06-05,0.08450860669558025,0.11138049870216826
2012-06-06,0.08374871748302026,0.10971500531350253
2012-06-08,0.08220469750394366,0.10604033653633982
2012-06-11,0.08184254535155633,0.10882957225627132
2012-06-12,0.08119748033055818,0.10793913834540625
2012-06-13,0.08074553827816011,0.10699156408792221
2012-06-14,0.08035317884177795,0.10659973328268557
2012-06-15,0.081921219022689,0.10863707462811423
2012-06-18,0.08203533988839373,0.10770389985042472
2012-06-19,0.08167920894497516,0.1056923196853694
2012-06-20,0.0824067688022283,0.10588917930475028
2012-06-21,0.08192917042167469,0.10397825648884251
2012-06-22,0.08204899721612069,0.10358532218214478
2012-06-25,0.08087649785336892,0.10206655151392008
2012-06-26,0.0810198962997517,0.10208302408603798
2012-06-27,0.08090103349808131,0.10241355021851395
2012-06-28,0.07995043587084805,0.10301835063454945
2012-06-29,0.08045899661773248,0.10207500081545362
2012-07-02,0.07978132970923757,0.10110050223287992
2012-07-03,0.07961728326362438,0.10145097020085059
2012-07-04,0.08064819909496612,0.10310195249593401
2012-07-05,0.08114044977480273,0.10371911168981374
2012-07-06,0.08004638667659103,0.10209641578764583
2012-07-10,0.0794304328303399,0.10061960730065977
2012-07-11,0.07803703108479487,0.09957108961194994
2012-07-12,0.0788013815795805,0.1001362325720001
2012-07-13,0.07856396221582318,0.09929312046152106
2012-07-16,0.0787098426519679,0.09870037921492614
2012-07-17,0.08046103208087341,0.09980320512663332
2012-07-18,0.08029129941920177,0.09846912032774102
2012-07-19,0.07940895452851304,0.09695710054844353
2012-07-20,0.08063489299779802,0.09586167248007205
2012-07-23,0.07976356610995916,0.09569134455535244
2012-07-24,0.08062362042028037,0.09709122314071661
2012-07-25,0.08009907693537155,0.09577988012484817
2012-07-26,0.08114124315608895,0.09607400574671443
2012-07-27,0.08289132148654743,0.09864048556180993
2012-07-30,0.08282124446773831,0.09824917198720451
2012-07-31,0.0830651631216055,0.097009245406394
2012-08-01,0.0817138885626596,0.09617872265729477
2012-08-02,0.08113369309642238,0.09619547611851575
2012-08-03,0.08207353312935117,0.0973512249418933
2012-08-06,0.0824492839074118,0.09751048100455861
2012-08-07,0.08237052257479416,0.09750546145234185
2012-08-08,0.08261433030401544,0.09810529062555884
2012-08-09,0.08292762917356145,0.0996286834315756
2012-08-10,0.08370037028650579,0.10036407141703263
2012-08-13,0.08292745266079016,0.10019238409962905
2012-08-14,0.08297049064548778,0.10062723791484007
2012-08-15,0.08286226790936868,0.09971003305847126
2012-08-16,0.08445915614847954,0.10033800547017702
2012-08-17,0.0845321355804518,0.10006819162940506
2012-08-20,0.08565527839609377,0.10168747872492068
2012-08-21,0.08510668597351967,0.1006916813189711
2012-08-22,0.08562078974338472,0.10180635591442355
2012-08-23,0.08598725311927136,0.10150973546242059
2012-08-24,0.08592426724373659,0.10023685006624605
2012-08-27,0.0850388325358693,0.0993344158240459
2012-08-28,0.0841292291919098,0.09908780970364406
2012-08-29,0.08347150736028786,0.09890504827684832
2012-08-30,0.08422171028420422,0.09733379757259408
2012-08-31,0.08415653969542913,0.09624628545949587
2012-09-03,0.08318386516007248,0.09625951577527658
2012-09-04,0.08372667520969235,0.09680482614315777
2012-09-05,0.08365611421463637,0.09670737024625486
2012-09-06,0.08417828631513768,0.09731246243326908
2012-09-10,0.083999408623181,0.09795584989789607
2012-09-11,0.0835700409398692,0.09779498710209045
2012-09-12,0.08337867227115803,0.09905553147653023
2012-09-13,0.08363213014066528,0.10057663775045489
2012-09-14,0.08384147463734815,0.10120175045234547
2012-09-17,0.0835239512095729,0.1003271647848254
2012-09-18,0.08426807817165982,0.10052203270772853
2012-09-19,0.08483092218799637,0.10013904284447817
2012-09-20,0.08403388037017612,0.09968157934421784
2012-09-21,0.08399448932697573,0.10032497045825295
2012-09-24,0.08357871188218557,0.10042056800329124
2012-09-25,0.08313224466977198,0.0994378471699433
2012-09-26,0.08329209808641891,0.09933959389154157
2012-09-27,0.08331768833407094,0.09854464657357376
2012-09-28,0.08290837369941317,0.09841832839346476
2012-10-01,0.08245678838692294,0.09845772164956768
2012-10-02,0.08155171564352837,0.09812181130113684
2012-10-03,0.08171447258115383,0.09867347930568293
2012-10-04,0.0816252626691818,0.09858839313431389
2012-10-05,0.07927710880732253,0.09744399226506673
2012-10-08,0.07990650856544868,0.09774548084578938
2012-10-09,0.07945033253442069,0.09769658898046729
2012-10-10,0.08017706273403125,0.09760214959116031
2012-10-11,0.08001807318894727,0.09625795909908863
2012-10-15,0.08019109871146002,0.09615062019467424
2012-10-16,0.07899668966209084,0.09492336649167554
2012-10-17,0.07971726262720558,0.09582168572849525
2012-10-18,0.07902155595949623,0.0947417073098864
2012-10-19,0.07954437218180477,0.09480480212813691
2012-10-22,0.07925508625840183,0.09428856574334721
2012-10-23,0.078975452127795,0.09394002758797826
2012-10-24,0.07832198126963652,0.09297814158560858
2012-10-25,0.07805723332729775,0.09275347575417725
2012-10-26,0.07787419902397641,0.09201711433576443
2012-10-29,0.07788334719581758,0.09194221778680278
2012-10-30,0.07799371111564879,0.09211867698542275
2012-10-31,0.0780975487044675,0.09197797962567433
2012-11-01,0.078196624671931,0.09257688007395548
2012-11-05,0.07791079264307732,0.09272148231423172
2012-11-06,0.07852802576961371,0.09336275368984426
2012-11-07,0.07802408242264303,0.09333969378706541
2012-11-08,0.07823805849088705,0.0943292475829911
2012-11-09,0.07837823214000483,0.09467703446448894
2012-11-12,0.07859205163784622,0.0945596633957031
2012-11-13,0.07920748113072529,0.09519103911898608
2012-11-14,0.07966375971243655,0.09638602998904777
2012-11-16,0.07910028600998431,0.09585338133163712
2012-11-19,0.0786047699189878,0.09556154790585625
2012-11-21,0.07915758104586113,0.09627955423230805
2012-11-22,0.07910059889794785,0.09651918045053143
2012-11-23,0.07833235686663542,0.09595294720685965
2012-11-26,0.07793621861068711,0.09595941356678717
2012-11-27,0.07706918161322296,0.095299681357214
2012-11-28,0.07709009594144622,0.09560657640000136
2012-11-29,0.07760495682537738,0.09611275161666288
2012-11-30,0.07601130466083683,0.09637239989320823
2012-12-03,0.07520455171400053,0.09639399927861425
2012-12-04,0.0732172358837262,0.09499952407368006
2012-12-05,0.0732304400796191,0.09467206482872759
2012-12-06,0.07015763955062693,0.09259942826060108
2012-12-07,0.07148623002097998,0.09318840805493478
2012-12-10,0.07218645904830523,0.09367107779519324
2012-12-11,0.07310134491454212,0.09497515304738835
2012-12-12,0.07298722443695804,0.0939066723794959
2012-12-13,0.07255118249556158,0.09295224013383185
2012-12-14,0.07296808760184725,0.09319551095196688
2012-12-17,0.07298617560431975,0.09291368499673225
2012-12-18,0.0735177995220051,0.09341716973527969
2012-12-19,0.07354516411945955,0.0933337244951098
2012-12-20,0.07476330009337095,0.09402168501933539
2012-12-21,0.07520373412994763,0.09359762271128047
2012-12-26,0.074603025210084,0.09289033962839777
2012-12-27,0.07403071247546666,0.09207747588056292
2012-12-28,0.07465346061355982,0.09160006933366827
2013-01-02,0.07371698116021874,0.09157113882494183
2013-01-03,0.07405428072823361,0.09153082979366634
2013-01-04,0.07454276202035315,0.09242692207382341
2013-01-07,0.07418130631015107,0.09286418015842379
2013-01-08,0.0751569261866758,0.09407250650296461
2013-01-09,0.07505245180610398,0.09356408976894692
2013-01-10,0.07464633065553627,0.09318619406668227
2013-01-11,0.07478590178057254,0.09291230596917877
2013-01-14,0.07478870444820496,0.09248970407011847
2013-01-15,0.07501993711428767,0.0926433072041839
2013-01-16,0.07552678670018498,0.0929071529040928
2013-01-17,0.0771505527766454,0.0943319555138713
2013-01-18,0.07695891604592608,0.09486511403031761
2013-01-21,0.07603517358122791,0.09453555163475746
2013-01-22,0.0769505542134703,0.09464515817942876
2013-01-23,0.07715280872196728,0.09475984460308351
2013-01-24,0.07844190890550662,0.09558555454690487
2013-01-28,0.07839927578849282,0.09653568083358444
2013-01-29,0.07779583649273758,0.09633526659792402
2013-01-30,0.07854995425878686,0.09775005530183578
2013-01-31,0.07904527446561693,0.09747556270617874
